0,264,4088
1,4088,-264
2,270,4087
3,4087,-270
4,276,4087
5,4087,-276
6,283,4086
7,4086,-283
8,289,4086
9,4086,-289
10,295,4085
11,4085,-295
12,301,4085
13,4085,-301
14,308,4084
15,4084,-308
16,314,4084
17,4084,-314
18,320,4083
19,4083,-320
20,326,4083
21,4083,-326
22,333,4082
23,4082,-333
24,339,4082
25,4082,-339
26,345,4081
27,4081,-345
28,351,4081
29,4081,-351
30,358,4080
31,4080,-358
