# idx,cos,sin,hexPair  meanR=4095.99 varR=0.08 minR=4095.38 maxR=4096.59
2359,-3910,-1219,0xfb3df0ba
2360,-1225,3909,0x0f45fb37
2361,-3909,-1225,0xfb37f0bb
2362,-1231,3907,0x0f43fb31
2363,-3907,-1231,0xfb31f0bd
2364,-1237,3905,0x0f41fb2b
2365,-3905,-1237,0xfb2bf0bf
2366,-1243,3903,0x0f3ffb25
2367,-3903,-1243,0xfb25f0c1
2368,-1249,3901,0x0f3dfb1f
2369,-3901,-1249,0xfb1ff0c3
2370,-1255,3899,0x0f3bfb19
2371,-3899,-1255,0xfb19f0c5
2372,-1261,3897,0x0f39fb13
2373,-3897,-1261,0xfb13f0c7
2374,-1267,3895,0x0f37fb0d
2375,-3895,-1267,0xfb0df0c9
2376,-1273,3893,0x0f35fb07
2377,-3893,-1273,0xfb07f0cb
2378,-1279,3891,0x0f33fb01
2379,-3891,-1279,0xfb01f0cd
2380,-1285,3889,0x0f31fafb
2381,-3889,-1285,0xfafbf0cf
2382,-1291,3887,0x0f2ffaf5
2383,-3887,-1291,0xfaf5f0d1
2384,-1297,3885,0x0f2dfaef
2385,-3885,-1297,0xfaeff0d3
2386,-1303,3883,0x0f2bfae9
2387,-3883,-1303,0xfae9f0d5
2388,-1309,3881,0x0f29fae3
2389,-3881,-1309,0xfae3f0d7
2390,-1315,3879,0x0f27fadd
2391,-3879,-1315,0xfaddf0d9
2392,-1321,3877,0x0f25fad7
2393,-3877,-1321,0xfad7f0db
2394,-1327,3875,0x0f23fad1
2395,-3875,-1327,0xfad1f0dd
2396,-1332,3873,0x0f21facc
2397,-3873,-1332,0xfaccf0df
2398,-1338,3871,0x0f1ffac6
2399,-3871,-1338,0xfac6f0e1
2400,-1344,3869,0x0f1dfac0
2401,-3869,-1344,0xfac0f0e3
2402,-1350,3867,0x0f1bfaba
2403,-3867,-1350,0xfabaf0e5
2404,-1356,3865,0x0f19fab4
2405,-3865,-1356,0xfab4f0e7
2406,-1362,3863,0x0f17faae
2407,-3863,-1362,0xfaaef0e9
2408,-1368,3861,0x0f15faa8
2409,-3861,-1368,0xfaa8f0eb
2410,-1374,3859,0x0f13faa2
2411,-3859,-1374,0xfaa2f0ed
2412,-1380,3857,0x0f11fa9c
2413,-3857,-1380,0xfa9cf0ef
2414,-1386,3854,0x0f0efa96
2415,-3854,-1386,0xfa96f0f2
2416,-1392,3852,0x0f0cfa90
2417,-3852,-1392,0xfa90f0f4
2418,-1398,3850,0x0f0afa8a
2419,-3850,-1398,0xfa8af0f6
2420,-1404,3848,0x0f08fa84
2421,-3848,-1404,0xfa84f0f8
2422,-1409,3846,0x0f06fa7f
2423,-3846,-1409,0xfa7ff0fa
2424,-1415,3844,0x0f04fa79
2425,-3844,-1415,0xfa79f0fc
2426,-1421,3842,0x0f02fa73
2427,-3842,-1421,0xfa73f0fe
2428,-1427,3839,0x0efffa6d
2429,-3839,-1427,0xfa6df101
2430,-1433,3837,0x0efdfa67
2431,-3837,-1433,0xfa67f103
2432,-1439,3835,0x0efbfa61
2433,-3835,-1439,0xfa61f105
2434,-1445,3833,0x0ef9fa5b
2435,-3833,-1445,0xfa5bf107
2436,-1451,3831,0x0ef7fa55
2437,-3831,-1451,0xfa55f109
2438,-1457,3828,0x0ef4fa4f
2439,-3828,-1457,0xfa4ff10c
2440,-1462,3826,0x0ef2fa4a
2441,-3826,-1462,0xfa4af10e
2442,-1468,3824,0x0ef0fa44
2443,-3824,-1468,0xfa44f110
2444,-1474,3822,0x0eeefa3e
2445,-3822,-1474,0xfa3ef112
2446,-1480,3819,0x0eebfa38
2447,-3819,-1480,0xfa38f115
2448,-1486,3817,0x0ee9fa32
2449,-3817,-1486,0xfa32f117
2450,-1492,3815,0x0ee7fa2c
2451,-3815,-1492,0xfa2cf119
2452,-1498,3812,0x0ee4fa26
2453,-3812,-1498,0xfa26f11c
2454,-1503,3810,0x0ee2fa21
2455,-3810,-1503,0xfa21f11e
2456,-1509,3808,0x0ee0fa1b
2457,-3808,-1509,0xfa1bf120
2458,-1515,3805,0x0eddfa15
2459,-3805,-1515,0xfa15f123
2460,-1521,3803,0x0edbfa0f
2461,-3803,-1521,0xfa0ff125
2462,-1527,3801,0x0ed9fa09
2463,-3801,-1527,0xfa09f127
2464,-1533,3798,0x0ed6fa03
2465,-3798,-1533,0xfa03f12a
2466,-1538,3796,0x0ed4f9fe
2467,-3796,-1538,0xf9fef12c
2468,-1544,3794,0x0ed2f9f8
2469,-3794,-1544,0xf9f8f12e
2470,-1550,3791,0x0ecff9f2
2471,-3791,-1550,0xf9f2f131
2472,-1556,3789,0x0ecdf9ec
2473,-3789,-1556,0xf9ecf133
2474,-1562,3787,0x0ecbf9e6
2475,-3787,-1562,0xf9e6f135
2476,-1567,3784,0x0ec8f9e1
2477,-3784,-1567,0xf9e1f138
2478,-1573,3782,0x0ec6f9db
2479,-3782,-1573,0xf9dbf13a
2480,-1579,3779,0x0ec3f9d5
2481,-3779,-1579,0xf9d5f13d
2482,-1585,3777,0x0ec1f9cf
2483,-3777,-1585,0xf9cff13f
2484,-1591,3775,0x0ebff9c9
2485,-3775,-1591,0xf9c9f141
2486,-1596,3772,0x0ebcf9c4
2487,-3772,-1596,0xf9c4f144
2488,-1602,3770,0x0ebaf9be
2489,-3770,-1602,0xf9bef146
2490,-1608,3767,0x0eb7f9b8
2491,-3767,-1608,0xf9b8f149
2492,-1614,3765,0x0eb5f9b2
2493,-3765,-1614,0xf9b2f14b
2494,-1620,3762,0x0eb2f9ac
2495,-3762,-1620,0xf9acf14e
2496,-1625,3760,0x0eb0f9a7
2497,-3760,-1625,0xf9a7f150
2498,-1631,3757,0x0eadf9a1
2499,-3757,-1631,0xf9a1f153
2500,-1637,3755,0x0eabf99b
2501,-3755,-1637,0xf99bf155
2502,-1643,3752,0x0ea8f995
2503,-3752,-1643,0xf995f158
2504,-1648,3750,0x0ea6f990
2505,-3750,-1648,0xf990f15a
2506,-1654,3747,0x0ea3f98a
2507,-3747,-1654,0xf98af15d
2508,-1660,3745,0x0ea1f984
2509,-3745,-1660,0xf984f15f
2510,-1666,3742,0x0e9ef97e
2511,-3742,-1666,0xf97ef162
2512,-1671,3739,0x0e9bf979
2513,-3739,-1671,0xf979f165
2514,-1677,3737,0x0e99f973
2515,-3737,-1677,0xf973f167
2516,-1683,3734,0x0e96f96d
2517,-3734,-1683,0xf96df16a
2518,-1689,3732,0x0e94f967
2519,-3732,-1689,0xf967f16c
2520,-1694,3729,0x0e91f962
2521,-3729,-1694,0xf962f16f
2522,-1700,3727,0x0e8ff95c
2523,-3727,-1700,0xf95cf171
2524,-1706,3724,0x0e8cf956
2525,-3724,-1706,0xf956f174
2526,-1711,3721,0x0e89f951
2527,-3721,-1711,0xf951f177
2528,-1717,3719,0x0e87f94b
2529,-3719,-1717,0xf94bf179
2530,-1723,3716,0x0e84f945
2531,-3716,-1723,0xf945f17c
2532,-1729,3713,0x0e81f93f
2533,-3713,-1729,0xf93ff17f
2534,-1734,3711,0x0e7ff93a
2535,-3711,-1734,0xf93af181
2536,-1740,3708,0x0e7cf934
2537,-3708,-1740,0xf934f184
2538,-1746,3705,0x0e79f92e
2539,-3705,-1746,0xf92ef187
2540,-1751,3703,0x0e77f929
2541,-3703,-1751,0xf929f189
2542,-1757,3700,0x0e74f923
2543,-3700,-1757,0xf923f18c
2544,-1763,3697,0x0e71f91d
2545,-3697,-1763,0xf91df18f
2546,-1768,3695,0x0e6ff918
2547,-3695,-1768,0xf918f191
2548,-1774,3692,0x0e6cf912
2549,-3692,-1774,0xf912f194
2550,-1780,3689,0x0e69f90c
2551,-3689,-1780,0xf90cf197
2552,-1785,3686,0x0e66f907
2553,-3686,-1785,0xf907f19a
2554,-1791,3684,0x0e64f901
2555,-3684,-1791,0xf901f19c
2556,-1797,3681,0x0e61f8fb
2557,-3681,-1797,0xf8fbf19f
2558,-1802,3678,0x0e5ef8f6
2559,-3678,-1802,0xf8f6f1a2
2560,-1808,3675,0x0e5bf8f0
2561,-3675,-1808,0xf8f0f1a5
2562,-1813,3673,0x0e59f8eb
2563,-3673,-1813,0xf8ebf1a7
2564,-1819,3670,0x0e56f8e5
2565,-3670,-1819,0xf8e5f1aa
2566,-1825,3667,0x0e53f8df
2567,-3667,-1825,0xf8dff1ad
2568,-1830,3664,0x0e50f8da
2569,-3664,-1830,0xf8daf1b0
2570,-1836,3661,0x0e4df8d4
2571,-3661,-1836,0xf8d4f1b3
2572,-1842,3659,0x0e4bf8ce
2573,-3659,-1842,0xf8cef1b5
2574,-1847,3656,0x0e48f8c9
2575,-3656,-1847,0xf8c9f1b8
2576,-1853,3653,0x0e45f8c3
2577,-3653,-1853,0xf8c3f1bb
2578,-1858,3650,0x0e42f8be
2579,-3650,-1858,0xf8bef1be
2580,-1864,3647,0x0e3ff8b8
2581,-3647,-1864,0xf8b8f1c1
2582,-1870,3644,0x0e3cf8b2
2583,-3644,-1870,0xf8b2f1c4
2584,-1875,3642,0x0e3af8ad
2585,-3642,-1875,0xf8adf1c6
2586,-1881,3639,0x0e37f8a7
2587,-3639,-1881,0xf8a7f1c9
2588,-1886,3636,0x0e34f8a2
2589,-3636,-1886,0xf8a2f1cc
2590,-1892,3633,0x0e31f89c
2591,-3633,-1892,0xf89cf1cf
2592,-1898,3630,0x0e2ef896
2593,-3630,-1898,0xf896f1d2
2594,-1903,3627,0x0e2bf891
2595,-3627,-1903,0xf891f1d5
2596,-1909,3624,0x0e28f88b
2597,-3624,-1909,0xf88bf1d8
2598,-1914,3621,0x0e25f886
2599,-3621,-1914,0xf886f1db
2600,-1920,3618,0x0e22f880
2601,-3618,-1920,0xf880f1de
2602,-1925,3615,0x0e1ff87b
2603,-3615,-1925,0xf87bf1e1
2604,-1931,3612,0x0e1cf875
2605,-3612,-1931,0xf875f1e4
2606,-1936,3609,0x0e19f870
2607,-3609,-1936,0xf870f1e7
2608,-1942,3606,0x0e16f86a
2609,-3606,-1942,0xf86af1ea
2610,-1947,3603,0x0e13f865
2611,-3603,-1947,0xf865f1ed
2612,-1953,3600,0x0e10f85f
2613,-3600,-1953,0xf85ff1f0
2614,-1958,3597,0x0e0df85a
2615,-3597,-1958,0xf85af1f3
2616,-1964,3594,0x0e0af854
2617,-3594,-1964,0xf854f1f6
2618,-1970,3591,0x0e07f84e
2619,-3591,-1970,0xf84ef1f9
2620,-1975,3588,0x0e04f849
2621,-3588,-1975,0xf849f1fc
2622,-1981,3585,0x0e01f843
2623,-3585,-1981,0xf843f1ff
2624,-1986,3582,0x0dfef83e
2625,-3582,-1986,0xf83ef202
2626,-1992,3579,0x0dfbf838
2627,-3579,-1992,0xf838f205
2628,-1997,3576,0x0df8f833
2629,-3576,-1997,0xf833f208
2630,-2002,3573,0x0df5f82e
2631,-3573,-2002,0xf82ef20b
2632,-2008,3570,0x0df2f828
2633,-3570,-2008,0xf828f20e
2634,-2013,3567,0x0deff823
2635,-3567,-2013,0xf823f211
2636,-2019,3564,0x0decf81d
2637,-3564,-2019,0xf81df214
2638,-2024,3561,0x0de9f818
2639,-3561,-2024,0xf818f217
2640,-2030,3558,0x0de6f812
2641,-3558,-2030,0xf812f21a
2642,-2035,3555,0x0de3f80d
2643,-3555,-2035,0xf80df21d
2644,-2041,3551,0x0ddff807
2645,-3551,-2041,0xf807f221
2646,-2046,3548,0x0ddcf802
2647,-3548,-2046,0xf802f224
2648,-2052,3545,0x0dd9f7fc
2649,-3545,-2052,0xf7fcf227
2650,-2057,3542,0x0dd6f7f7
2651,-3542,-2057,0xf7f7f22a
2652,-2062,3539,0x0dd3f7f2
2653,-3539,-2062,0xf7f2f22d
2654,-2068,3536,0x0dd0f7ec
2655,-3536,-2068,0xf7ecf230
2656,-2073,3532,0x0dccf7e7
2657,-3532,-2073,0xf7e7f234
2658,-2079,3529,0x0dc9f7e1
2659,-3529,-2079,0xf7e1f237
2660,-2084,3526,0x0dc6f7dc
2661,-3526,-2084,0xf7dcf23a
2662,-2090,3523,0x0dc3f7d6
2663,-3523,-2090,0xf7d6f23d
2664,-2095,3520,0x0dc0f7d1
2665,-3520,-2095,0xf7d1f240
2666,-2100,3516,0x0dbcf7cc
2667,-3516,-2100,0xf7ccf244
2668,-2106,3513,0x0db9f7c6
2669,-3513,-2106,0xf7c6f247
2670,-2111,3510,0x0db6f7c1
2671,-3510,-2111,0xf7c1f24a
2672,-2117,3507,0x0db3f7bb
2673,-3507,-2117,0xf7bbf24d
2674,-2122,3504,0x0db0f7b6
2675,-3504,-2122,0xf7b6f250
2676,-2127,3500,0x0dacf7b1
2677,-3500,-2127,0xf7b1f254
2678,-2133,3497,0x0da9f7ab
2679,-3497,-2133,0xf7abf257
2680,-2138,3494,0x0da6f7a6
2681,-3494,-2138,0xf7a6f25a
2682,-2143,3490,0x0da2f7a1
2683,-3490,-2143,0xf7a1f25e
2684,-2149,3487,0x0d9ff79b
2685,-3487,-2149,0xf79bf261
2686,-2154,3484,0x0d9cf796
2687,-3484,-2154,0xf796f264
2688,-2159,3481,0x0d99f791
2689,-3481,-2159,0xf791f267
2690,-2165,3477,0x0d95f78b
2691,-3477,-2165,0xf78bf26b
2692,-2170,3474,0x0d92f786
2693,-3474,-2170,0xf786f26e
2694,-2175,3471,0x0d8ff781
2695,-3471,-2175,0xf781f271
2696,-2181,3467,0x0d8bf77b
2697,-3467,-2181,0xf77bf275
2698,-2186,3464,0x0d88f776
2699,-3464,-2186,0xf776f278
2700,-2191,3461,0x0d85f771
2701,-3461,-2191,0xf771f27b
2702,-2197,3457,0x0d81f76b
2703,-3457,-2197,0xf76bf27f
2704,-2202,3454,0x0d7ef766
2705,-3454,-2202,0xf766f282
2706,-2207,3450,0x0d7af761
2707,-3450,-2207,0xf761f286
2708,-2213,3447,0x0d77f75b
2709,-3447,-2213,0xf75bf289
2710,-2218,3444,0x0d74f756
2711,-3444,-2218,0xf756f28c
2712,-2223,3440,0x0d70f751
2713,-3440,-2223,0xf751f290
2714,-2228,3437,0x0d6df74c
2715,-3437,-2228,0xf74cf293
2716,-2234,3433,0x0d69f746
2717,-3433,-2234,0xf746f297
2718,-2239,3430,0x0d66f741
2719,-3430,-2239,0xf741f29a
2720,-2244,3426,0x0d62f73c
2721,-3426,-2244,0xf73cf29e
2722,-2249,3423,0x0d5ff737
2723,-3423,-2249,0xf737f2a1
2724,-2255,3420,0x0d5cf731
2725,-3420,-2255,0xf731f2a4
2726,-2260,3416,0x0d58f72c
2727,-3416,-2260,0xf72cf2a8
2728,-2265,3413,0x0d55f727
2729,-3413,-2265,0xf727f2ab
2730,-2270,3409,0x0d51f722
2731,-3409,-2270,0xf722f2af
2732,-2276,3406,0x0d4ef71c
2733,-3406,-2276,0xf71cf2b2
2734,-2281,3402,0x0d4af717
2735,-3402,-2281,0xf717f2b6
2736,-2286,3399,0x0d47f712
2737,-3399,-2286,0xf712f2b9
2738,-2291,3395,0x0d43f70d
2739,-3395,-2291,0xf70df2bd
2740,-2296,3392,0x0d40f708
2741,-3392,-2296,0xf708f2c0
2742,-2302,3388,0x0d3cf702
2743,-3388,-2302,0xf702f2c4
2744,-2307,3385,0x0d39f6fd
2745,-3385,-2307,0xf6fdf2c7
2746,-2312,3381,0x0d35f6f8
2747,-3381,-2312,0xf6f8f2cb
2748,-2317,3378,0x0d32f6f3
2749,-3378,-2317,0xf6f3f2ce
2750,-2322,3374,0x0d2ef6ee
2751,-3374,-2322,0xf6eef2d2
2752,-2328,3370,0x0d2af6e8
2753,-3370,-2328,0xf6e8f2d6
2754,-2333,3367,0x0d27f6e3
2755,-3367,-2333,0xf6e3f2d9
2756,-2338,3363,0x0d23f6de
2757,-3363,-2338,0xf6def2dd
2758,-2343,3360,0x0d20f6d9
2759,-3360,-2343,0xf6d9f2e0
2760,-2348,3356,0x0d1cf6d4
2761,-3356,-2348,0xf6d4f2e4
2762,-2353,3352,0x0d18f6cf
2763,-3352,-2353,0xf6cff2e8
2764,-2359,3349,0x0d15f6c9
2765,-3349,-2359,0xf6c9f2eb
2766,-2364,3345,0x0d11f6c4
2767,-3345,-2364,0xf6c4f2ef
2768,-2369,3342,0x0d0ef6bf
2769,-3342,-2369,0xf6bff2f2
2770,-2374,3338,0x0d0af6ba
2771,-3338,-2374,0xf6baf2f6
2772,-2379,3334,0x0d06f6b5
2773,-3334,-2379,0xf6b5f2fa
2774,-2384,3331,0x0d03f6b0
2775,-3331,-2384,0xf6b0f2fd
2776,-2389,3327,0x0cfff6ab
2777,-3327,-2389,0xf6abf301
2778,-2394,3323,0x0cfbf6a6
2779,-3323,-2394,0xf6a6f305
2780,-2399,3320,0x0cf8f6a1
2781,-3320,-2399,0xf6a1f308
2782,-2405,3316,0x0cf4f69b
2783,-3316,-2405,0xf69bf30c
2784,-2410,3312,0x0cf0f696
2785,-3312,-2410,0xf696f310
2786,-2415,3309,0x0cedf691
2787,-3309,-2415,0xf691f313
2788,-2420,3305,0x0ce9f68c
2789,-3305,-2420,0xf68cf317
2790,-2425,3301,0x0ce5f687
2791,-3301,-2425,0xf687f31b
2792,-2430,3297,0x0ce1f682
2793,-3297,-2430,0xf682f31f
2794,-2435,3294,0x0cdef67d
2795,-3294,-2435,0xf67df322
2796,-2440,3290,0x0cdaf678
2797,-3290,-2440,0xf678f326
2798,-2445,3286,0x0cd6f673
2799,-3286,-2445,0xf673f32a
2800,-2450,3282,0x0cd2f66e
2801,-3282,-2450,0xf66ef32e
2802,-2455,3279,0x0ccff669
2803,-3279,-2455,0xf669f331
2804,-2460,3275,0x0ccbf664
2805,-3275,-2460,0xf664f335
2806,-2465,3271,0x0cc7f65f
2807,-3271,-2465,0xf65ff339
2808,-2470,3267,0x0cc3f65a
2809,-3267,-2470,0xf65af33d
2810,-2475,3264,0x0cc0f655
2811,-3264,-2475,0xf655f340
2812,-2480,3260,0x0cbcf650
2813,-3260,-2480,0xf650f344
2814,-2485,3256,0x0cb8f64b
2815,-3256,-2485,0xf64bf348
2816,-2490,3252,0x0cb4f646
2817,-3252,-2490,0xf646f34c
2818,-2495,3248,0x0cb0f641
2819,-3248,-2495,0xf641f350
2820,-2500,3244,0x0cacf63c
2821,-3244,-2500,0xf63cf354
2822,-2505,3241,0x0ca9f637
2823,-3241,-2505,0xf637f357
2824,-2510,3237,0x0ca5f632
2825,-3237,-2510,0xf632f35b
2826,-2515,3233,0x0ca1f62d
2827,-3233,-2515,0xf62df35f
2828,-2520,3229,0x0c9df628
2829,-3229,-2520,0xf628f363
2830,-2525,3225,0x0c99f623
2831,-3225,-2525,0xf623f367
2832,-2530,3221,0x0c95f61e
2833,-3221,-2530,0xf61ef36b
2834,-2535,3217,0x0c91f619
2835,-3217,-2535,0xf619f36f
2836,-2540,3214,0x0c8ef614
2837,-3214,-2540,0xf614f372
2838,-2545,3210,0x0c8af60f
2839,-3210,-2545,0xf60ff376
2840,-2550,3206,0x0c86f60a
2841,-3206,-2550,0xf60af37a
2842,-2555,3202,0x0c82f605
2843,-3202,-2555,0xf605f37e
2844,-2559,3198,0x0c7ef601
2845,-3198,-2559,0xf601f382
2846,-2564,3194,0x0c7af5fc
2847,-3194,-2564,0xf5fcf386
2848,-2569,3190,0x0c76f5f7
2849,-3190,-2569,0xf5f7f38a
2850,-2574,3186,0x0c72f5f2
2851,-3186,-2574,0xf5f2f38e
2852,-2579,3182,0x0c6ef5ed
2853,-3182,-2579,0xf5edf392
2854,-2584,3178,0x0c6af5e8
2855,-3178,-2584,0xf5e8f396
2856,-2589,3174,0x0c66f5e3
2857,-3174,-2589,0xf5e3f39a
2858,-2594,3170,0x0c62f5de
2859,-3170,-2594,0xf5def39e
2860,-2598,3166,0x0c5ef5da
2861,-3166,-2598,0xf5daf3a2
2862,-2603,3162,0x0c5af5d5
2863,-3162,-2603,0xf5d5f3a6
2864,-2608,3158,0x0c56f5d0
2865,-3158,-2608,0xf5d0f3aa
2866,-2613,3154,0x0c52f5cb
2867,-3154,-2613,0xf5cbf3ae
2868,-2618,3150,0x0c4ef5c6
2869,-3150,-2618,0xf5c6f3b2
2870,-2623,3146,0x0c4af5c1
2871,-3146,-2623,0xf5c1f3b6
2872,-2628,3142,0x0c46f5bc
2873,-3142,-2628,0xf5bcf3ba
2874,-2632,3138,0x0c42f5b8
2875,-3138,-2632,0xf5b8f3be
2876,-2637,3134,0x0c3ef5b3
2877,-3134,-2637,0xf5b3f3c2
2878,-2642,3130,0x0c3af5ae
2879,-3130,-2642,0xf5aef3c6
2880,-2647,3126,0x0c36f5a9
2881,-3126,-2647,0xf5a9f3ca
2882,-2652,3122,0x0c32f5a4
2883,-3122,-2652,0xf5a4f3ce
2884,-2656,3118,0x0c2ef5a0
2885,-3118,-2656,0xf5a0f3d2
2886,-2661,3114,0x0c2af59b
2887,-3114,-2661,0xf59bf3d6
2888,-2666,3110,0x0c26f596
2889,-3110,-2666,0xf596f3da
2890,-2671,3106,0x0c22f591
2891,-3106,-2671,0xf591f3de
2892,-2675,3102,0x0c1ef58d
2893,-3102,-2675,0xf58df3e2
2894,-2680,3097,0x0c19f588
2895,-3097,-2680,0xf588f3e7
2896,-2685,3093,0x0c15f583
2897,-3093,-2685,0xf583f3eb
2898,-2690,3089,0x0c11f57e
2899,-3089,-2690,0xf57ef3ef
2900,-2694,3085,0x0c0df57a
2901,-3085,-2694,0xf57af3f3
2902,-2699,3081,0x0c09f575
2903,-3081,-2699,0xf575f3f7
2904,-2704,3077,0x0c05f570
2905,-3077,-2704,0xf570f3fb
2906,-2709,3073,0x0c01f56b
2907,-3073,-2709,0xf56bf3ff
2908,-2713,3068,0x0bfcf567
2909,-3068,-2713,0xf567f404
2910,-2718,3064,0x0bf8f562
2911,-3064,-2718,0xf562f408
2912,-2723,3060,0x0bf4f55d
2913,-3060,-2723,0xf55df40c
2914,-2727,3056,0x0bf0f559
2915,-3056,-2727,0xf559f410
2916,-2732,3052,0x0becf554
2917,-3052,-2732,0xf554f414
2918,-2737,3048,0x0be8f54f
2919,-3048,-2737,0xf54ff418
2920,-2741,3043,0x0be3f54b
2921,-3043,-2741,0xf54bf41d
2922,-2746,3039,0x0bdff546
2923,-3039,-2746,0xf546f421
2924,-2751,3035,0x0bdbf541
2925,-3035,-2751,0xf541f425
2926,-2755,3031,0x0bd7f53d
2927,-3031,-2755,0xf53df429
2928,-2760,3026,0x0bd2f538
2929,-3026,-2760,0xf538f42e
2930,-2765,3022,0x0bcef533
2931,-3022,-2765,0xf533f432
2932,-2769,3018,0x0bcaf52f
2933,-3018,-2769,0xf52ff436
2934,-2774,3014,0x0bc6f52a
2935,-3014,-2774,0xf52af43a
2936,-2779,3009,0x0bc1f525
2937,-3009,-2779,0xf525f43f
2938,-2783,3005,0x0bbdf521
2939,-3005,-2783,0xf521f443
2940,-2788,3001,0x0bb9f51c
2941,-3001,-2788,0xf51cf447
2942,-2792,2997,0x0bb5f518
2943,-2997,-2792,0xf518f44b
2944,-2797,2992,0x0bb0f513
2945,-2992,-2797,0xf513f450
2946,-2802,2988,0x0bacf50e
2947,-2988,-2802,0xf50ef454
2948,-2806,2984,0x0ba8f50a
2949,-2984,-2806,0xf50af458
2950,-2811,2979,0x0ba3f505
2951,-2979,-2811,0xf505f45d
2952,-2815,2975,0x0b9ff501
2953,-2975,-2815,0xf501f461
2954,-2820,2971,0x0b9bf4fc
2955,-2971,-2820,0xf4fcf465
2956,-2824,2967,0x0b97f4f8
2957,-2967,-2824,0xf4f8f469
2958,-2829,2962,0x0b92f4f3
2959,-2962,-2829,0xf4f3f46e
2960,-2833,2958,0x0b8ef4ef
2961,-2958,-2833,0xf4eff472
2962,-2838,2953,0x0b89f4ea
2963,-2953,-2838,0xf4eaf477
2964,-2843,2949,0x0b85f4e5
2965,-2949,-2843,0xf4e5f47b
2966,-2847,2945,0x0b81f4e1
2967,-2945,-2847,0xf4e1f47f
2968,-2852,2940,0x0b7cf4dc
2969,-2940,-2852,0xf4dcf484
2970,-2856,2936,0x0b78f4d8
2971,-2936,-2856,0xf4d8f488
2972,-2861,2932,0x0b74f4d3
2973,-2932,-2861,0xf4d3f48c
2974,-2865,2927,0x0b6ff4cf
2975,-2927,-2865,0xf4cff491
2976,-2870,2923,0x0b6bf4ca
2977,-2923,-2870,0xf4caf495
2978,-2874,2918,0x0b66f4c6
2979,-2918,-2874,0xf4c6f49a
2980,-2878,2914,0x0b62f4c2
2981,-2914,-2878,0xf4c2f49e
2982,-2883,2910,0x0b5ef4bd
2983,-2910,-2883,0xf4bdf4a2
2984,-2887,2905,0x0b59f4b9
2985,-2905,-2887,0xf4b9f4a7
2986,-2892,2901,0x0b55f4b4
2987,-2901,-2892,0xf4b4f4ab
2988,-2896,2896,0x0b50f4b0
2989,-2896,-2896,0xf4b0f4b0
2990,-2901,2892,0x0b4cf4ab
2991,-2892,-2901,0xf4abf4b4
2992,-2905,2887,0x0b47f4a7
2993,-2887,-2905,0xf4a7f4b9
2994,-2910,2883,0x0b43f4a2
2995,-2883,-2910,0xf4a2f4bd
2996,-2914,2878,0x0b3ef49e
2997,-2878,-2914,0xf49ef4c2
2998,-2918,2874,0x0b3af49a
2999,-2874,-2918,0xf49af4c6
3000,-2923,2870,0x0b36f495
3001,-2870,-2923,0xf495f4ca
3002,-2927,2865,0x0b31f491
3003,-2865,-2927,0xf491f4cf
3004,-2932,2861,0x0b2df48c
3005,-2861,-2932,0xf48cf4d3
3006,-2936,2856,0x0b28f488
3007,-2856,-2936,0xf488f4d8
3008,-2940,2852,0x0b24f484
3009,-2852,-2940,0xf484f4dc
3010,-2945,2847,0x0b1ff47f
3011,-2847,-2945,0xf47ff4e1
3012,-2949,2843,0x0b1bf47b
3013,-2843,-2949,0xf47bf4e5
3014,-2953,2838,0x0b16f477
3015,-2838,-2953,0xf477f4ea
3016,-2958,2833,0x0b11f472
3017,-2833,-2958,0xf472f4ef
3018,-2962,2829,0x0b0df46e
3019,-2829,-2962,0xf46ef4f3
3020,-2967,2824,0x0b08f469
3021,-2824,-2967,0xf469f4f8
3022,-2971,2820,0x0b04f465
3023,-2820,-2971,0xf465f4fc
3024,-2975,2815,0x0afff461
3025,-2815,-2975,0xf461f501
3026,-2979,2811,0x0afbf45d
3027,-2811,-2979,0xf45df505
3028,-2984,2806,0x0af6f458
3029,-2806,-2984,0xf458f50a
3030,-2988,2802,0x0af2f454
3031,-2802,-2988,0xf454f50e
3032,-2992,2797,0x0aedf450
3033,-2797,-2992,0xf450f513
3034,-2997,2792,0x0ae8f44b
3035,-2792,-2997,0xf44bf518
3036,-3001,2788,0x0ae4f447
3037,-2788,-3001,0xf447f51c
3038,-3005,2783,0x0adff443
3039,-2783,-3005,0xf443f521
3040,-3009,2779,0x0adbf43f
3041,-2779,-3009,0xf43ff525
3042,-3014,2774,0x0ad6f43a
3043,-2774,-3014,0xf43af52a
3044,-3018,2769,0x0ad1f436
3045,-2769,-3018,0xf436f52f
3046,-3022,2765,0x0acdf432
3047,-2765,-3022,0xf432f533
3048,-3026,2760,0x0ac8f42e
3049,-2760,-3026,0xf42ef538
3050,-3031,2755,0x0ac3f429
3051,-2755,-3031,0xf429f53d
3052,-3035,2751,0x0abff425
3053,-2751,-3035,0xf425f541
3054,-3039,2746,0x0abaf421
3055,-2746,-3039,0xf421f546
3056,-3043,2741,0x0ab5f41d
3057,-2741,-3043,0xf41df54b
3058,-3048,2737,0x0ab1f418
3059,-2737,-3048,0xf418f54f
3060,-3052,2732,0x0aacf414
3061,-2732,-3052,0xf414f554
3062,-3056,2727,0x0aa7f410
3063,-2727,-3056,0xf410f559
3064,-3060,2723,0x0aa3f40c
3065,-2723,-3060,0xf40cf55d
3066,-3064,2718,0x0a9ef408
3067,-2718,-3064,0xf408f562
3068,-3068,2713,0x0a99f404
