# idx,cos,sin,hexPair  meanR=4095.99 varR=0.08 minR=4095.38 maxR=4096.59
801,-2569,3190,0x0c76f5f7
802,3186,2574,0x0a0e0c72
803,-2574,3186,0x0c72f5f2
804,3182,2579,0x0a130c6e
805,-2579,3182,0x0c6ef5ed
806,3178,2584,0x0a180c6a
807,-2584,3178,0x0c6af5e8
808,3174,2589,0x0a1d0c66
809,-2589,3174,0x0c66f5e3
810,3170,2594,0x0a220c62
811,-2594,3170,0x0c62f5de
812,3166,2598,0x0a260c5e
813,-2598,3166,0x0c5ef5da
814,3162,2603,0x0a2b0c5a
815,-2603,3162,0x0c5af5d5
816,3158,2608,0x0a300c56
817,-2608,3158,0x0c56f5d0
818,3154,2613,0x0a350c52
819,-2613,3154,0x0c52f5cb
820,3150,2618,0x0a3a0c4e
821,-2618,3150,0x0c4ef5c6
822,3146,2623,0x0a3f0c4a
823,-2623,3146,0x0c4af5c1
824,3142,2628,0x0a440c46
825,-2628,3142,0x0c46f5bc
826,3138,2632,0x0a480c42
827,-2632,3138,0x0c42f5b8
828,3134,2637,0x0a4d0c3e
829,-2637,3134,0x0c3ef5b3
830,3130,2642,0x0a520c3a
831,-2642,3130,0x0c3af5ae
832,3126,2647,0x0a570c36
833,-2647,3126,0x0c36f5a9
834,3122,2652,0x0a5c0c32
835,-2652,3122,0x0c32f5a4
836,3118,2656,0x0a600c2e
837,-2656,3118,0x0c2ef5a0
838,3114,2661,0x0a650c2a
839,-2661,3114,0x0c2af59b
840,3110,2666,0x0a6a0c26
841,-2666,3110,0x0c26f596
842,3106,2671,0x0a6f0c22
843,-2671,3106,0x0c22f591
844,3102,2675,0x0a730c1e
845,-2675,3102,0x0c1ef58d
846,3097,2680,0x0a780c19
847,-2680,3097,0x0c19f588
848,3093,2685,0x0a7d0c15
849,-2685,3093,0x0c15f583
850,3089,2690,0x0a820c11
851,-2690,3089,0x0c11f57e
852,3085,2694,0x0a860c0d
853,-2694,3085,0x0c0df57a
854,3081,2699,0x0a8b0c09
855,-2699,3081,0x0c09f575
856,3077,2704,0x0a900c05
857,-2704,3077,0x0c05f570
858,3073,2709,0x0a950c01
859,-2709,3073,0x0c01f56b
860,3068,2713,0x0a990bfc
861,-2713,3068,0x0bfcf567
862,3064,2718,0x0a9e0bf8
863,-2718,3064,0x0bf8f562
864,3060,2723,0x0aa30bf4
865,-2723,3060,0x0bf4f55d
866,3056,2727,0x0aa70bf0
867,-2727,3056,0x0bf0f559
868,3052,2732,0x0aac0bec
869,-2732,3052,0x0becf554
870,3048,2737,0x0ab10be8
871,-2737,3048,0x0be8f54f
872,3043,2741,0x0ab50be3
873,-2741,3043,0x0be3f54b
874,3039,2746,0x0aba0bdf
875,-2746,3039,0x0bdff546
876,3035,2751,0x0abf0bdb
877,-2751,3035,0x0bdbf541
878,3031,2755,0x0ac30bd7
879,-2755,3031,0x0bd7f53d
880,3026,2760,0x0ac80bd2
881,-2760,3026,0x0bd2f538
882,3022,2765,0x0acd0bce
883,-2765,3022,0x0bcef533
884,3018,2769,0x0ad10bca
885,-2769,3018,0x0bcaf52f
886,3014,2774,0x0ad60bc6
887,-2774,3014,0x0bc6f52a
888,3009,2779,0x0adb0bc1
889,-2779,3009,0x0bc1f525
890,3005,2783,0x0adf0bbd
891,-2783,3005,0x0bbdf521
892,3001,2788,0x0ae40bb9
893,-2788,3001,0x0bb9f51c
894,2997,2792,0x0ae80bb5
895,-2792,2997,0x0bb5f518
896,2992,2797,0x0aed0bb0
897,-2797,2992,0x0bb0f513
898,2988,2802,0x0af20bac
899,-2802,2988,0x0bacf50e
900,2984,2806,0x0af60ba8
901,-2806,2984,0x0ba8f50a
902,2979,2811,0x0afb0ba3
903,-2811,2979,0x0ba3f505
904,2975,2815,0x0aff0b9f
905,-2815,2975,0x0b9ff501
906,2971,2820,0x0b040b9b
907,-2820,2971,0x0b9bf4fc
908,2967,2824,0x0b080b97
909,-2824,2967,0x0b97f4f8
910,2962,2829,0x0b0d0b92
911,-2829,2962,0x0b92f4f3
912,2958,2833,0x0b110b8e
913,-2833,2958,0x0b8ef4ef
914,2953,2838,0x0b160b89
915,-2838,2953,0x0b89f4ea
916,2949,2843,0x0b1b0b85
917,-2843,2949,0x0b85f4e5
918,2945,2847,0x0b1f0b81
919,-2847,2945,0x0b81f4e1
920,2940,2852,0x0b240b7c
921,-2852,2940,0x0b7cf4dc
922,2936,2856,0x0b280b78
923,-2856,2936,0x0b78f4d8
924,2932,2861,0x0b2d0b74
925,-2861,2932,0x0b74f4d3
926,2927,2865,0x0b310b6f
927,-2865,2927,0x0b6ff4cf
928,2923,2870,0x0b360b6b
929,-2870,2923,0x0b6bf4ca
930,2918,2874,0x0b3a0b66
931,-2874,2918,0x0b66f4c6
932,2914,2878,0x0b3e0b62
933,-2878,2914,0x0b62f4c2
934,2910,2883,0x0b430b5e
935,-2883,2910,0x0b5ef4bd
936,2905,2887,0x0b470b59
937,-2887,2905,0x0b59f4b9
938,2901,2892,0x0b4c0b55
939,-2892,2901,0x0b55f4b4
940,2896,2896,0x0b500b50
941,-2896,2896,0x0b50f4b0
942,2892,2901,0x0b550b4c
943,-2901,2892,0x0b4cf4ab
944,2887,2905,0x0b590b47
945,-2905,2887,0x0b47f4a7
946,2883,2910,0x0b5e0b43
947,-2910,2883,0x0b43f4a2
948,2878,2914,0x0b620b3e
949,-2914,2878,0x0b3ef49e
950,2874,2918,0x0b660b3a
951,-2918,2874,0x0b3af49a
952,2870,2923,0x0b6b0b36
953,-2923,2870,0x0b36f495
954,2865,2927,0x0b6f0b31
955,-2927,2865,0x0b31f491
956,2861,2932,0x0b740b2d
957,-2932,2861,0x0b2df48c
958,2856,2936,0x0b780b28
959,-2936,2856,0x0b28f488
960,2852,2940,0x0b7c0b24
961,-2940,2852,0x0b24f484
962,2847,2945,0x0b810b1f
963,-2945,2847,0x0b1ff47f
964,2843,2949,0x0b850b1b
965,-2949,2843,0x0b1bf47b
966,2838,2953,0x0b890b16
967,-2953,2838,0x0b16f477
968,2833,2958,0x0b8e0b11
969,-2958,2833,0x0b11f472
970,2829,2962,0x0b920b0d
971,-2962,2829,0x0b0df46e
972,2824,2967,0x0b970b08
973,-2967,2824,0x0b08f469
974,2820,2971,0x0b9b0b04
975,-2971,2820,0x0b04f465
976,2815,2975,0x0b9f0aff
977,-2975,2815,0x0afff461
978,2811,2979,0x0ba30afb
979,-2979,2811,0x0afbf45d
980,2806,2984,0x0ba80af6
981,-2984,2806,0x0af6f458
982,2802,2988,0x0bac0af2
983,-2988,2802,0x0af2f454
984,2797,2992,0x0bb00aed
985,-2992,2797,0x0aedf450
986,2792,2997,0x0bb50ae8
987,-2997,2792,0x0ae8f44b
988,2788,3001,0x0bb90ae4
989,-3001,2788,0x0ae4f447
990,2783,3005,0x0bbd0adf
991,-3005,2783,0x0adff443
992,2779,3009,0x0bc10adb
993,-3009,2779,0x0adbf43f
994,2774,3014,0x0bc60ad6
995,-3014,2774,0x0ad6f43a
996,2769,3018,0x0bca0ad1
997,-3018,2769,0x0ad1f436
998,2765,3022,0x0bce0acd
999,-3022,2765,0x0acdf432
1000,2760,3026,0x0bd20ac8
1001,-3026,2760,0x0ac8f42e
1002,2755,3031,0x0bd70ac3
1003,-3031,2755,0x0ac3f429
1004,2751,3035,0x0bdb0abf
1005,-3035,2751,0x0abff425
1006,2746,3039,0x0bdf0aba
1007,-3039,2746,0x0abaf421
1008,2741,3043,0x0be30ab5
1009,-3043,2741,0x0ab5f41d
1010,2737,3048,0x0be80ab1
1011,-3048,2737,0x0ab1f418
1012,2732,3052,0x0bec0aac
1013,-3052,2732,0x0aacf414
1014,2727,3056,0x0bf00aa7
1015,-3056,2727,0x0aa7f410
1016,2723,3060,0x0bf40aa3
1017,-3060,2723,0x0aa3f40c
1018,2718,3064,0x0bf80a9e
1019,-3064,2718,0x0a9ef408
1020,2713,3068,0x0bfc0a99
1021,-3068,2713,0x0a99f404
1022,2709,3073,0x0c010a95
1023,-3073,2709,0x0a95f3ff
1024,2704,3077,0x0c050a90
1025,-3077,2704,0x0a90f3fb
1026,2699,3081,0x0c090a8b
1027,-3081,2699,0x0a8bf3f7
1028,2694,3085,0x0c0d0a86
1029,-3085,2694,0x0a86f3f3
1030,2690,3089,0x0c110a82
1031,-3089,2690,0x0a82f3ef
1032,2685,3093,0x0c150a7d
1033,-3093,2685,0x0a7df3eb
1034,2680,3097,0x0c190a78
1035,-3097,2680,0x0a78f3e7
1036,2675,3102,0x0c1e0a73
1037,-3102,2675,0x0a73f3e2
1038,2671,3106,0x0c220a6f
1039,-3106,2671,0x0a6ff3de
1040,2666,3110,0x0c260a6a
1041,-3110,2666,0x0a6af3da
1042,2661,3114,0x0c2a0a65
1043,-3114,2661,0x0a65f3d6
1044,2656,3118,0x0c2e0a60
1045,-3118,2656,0x0a60f3d2
1046,2652,3122,0x0c320a5c
1047,-3122,2652,0x0a5cf3ce
1048,2647,3126,0x0c360a57
1049,-3126,2647,0x0a57f3ca
1050,2642,3130,0x0c3a0a52
1051,-3130,2642,0x0a52f3c6
1052,2637,3134,0x0c3e0a4d
1053,-3134,2637,0x0a4df3c2
1054,2632,3138,0x0c420a48
1055,-3138,2632,0x0a48f3be
1056,2628,3142,0x0c460a44
1057,-3142,2628,0x0a44f3ba
1058,2623,3146,0x0c4a0a3f
1059,-3146,2623,0x0a3ff3b6
1060,2618,3150,0x0c4e0a3a
1061,-3150,2618,0x0a3af3b2
1062,2613,3154,0x0c520a35
1063,-3154,2613,0x0a35f3ae
1064,2608,3158,0x0c560a30
1065,-3158,2608,0x0a30f3aa
1066,2603,3162,0x0c5a0a2b
1067,-3162,2603,0x0a2bf3a6
1068,2598,3166,0x0c5e0a26
1069,-3166,2598,0x0a26f3a2
1070,2594,3170,0x0c620a22
1071,-3170,2594,0x0a22f39e
1072,2589,3174,0x0c660a1d
1073,-3174,2589,0x0a1df39a
1074,2584,3178,0x0c6a0a18
1075,-3178,2584,0x0a18f396
1076,2579,3182,0x0c6e0a13
1077,-3182,2579,0x0a13f392
1078,2574,3186,0x0c720a0e
1079,-3186,2574,0x0a0ef38e
1080,2569,3190,0x0c760a09
1081,-3190,2569,0x0a09f38a
1082,2564,3194,0x0c7a0a04
1083,-3194,2564,0x0a04f386
1084,2559,3198,0x0c7e09ff
1085,-3198,2559,0x09fff382
1086,2555,3202,0x0c8209fb
1087,-3202,2555,0x09fbf37e
1088,2550,3206,0x0c8609f6
1089,-3206,2550,0x09f6f37a
1090,2545,3210,0x0c8a09f1
1091,-3210,2545,0x09f1f376
1092,2540,3214,0x0c8e09ec
1093,-3214,2540,0x09ecf372
1094,2535,3217,0x0c9109e7
1095,-3217,2535,0x09e7f36f
1096,2530,3221,0x0c9509e2
1097,-3221,2530,0x09e2f36b
1098,2525,3225,0x0c9909dd
1099,-3225,2525,0x09ddf367
1100,2520,3229,0x0c9d09d8
1101,-3229,2520,0x09d8f363
1102,2515,3233,0x0ca109d3
1103,-3233,2515,0x09d3f35f
1104,2510,3237,0x0ca509ce
1105,-3237,2510,0x09cef35b
1106,2505,3241,0x0ca909c9
1107,-3241,2505,0x09c9f357
1108,2500,3244,0x0cac09c4
1109,-3244,2500,0x09c4f354
1110,2495,3248,0x0cb009bf
1111,-3248,2495,0x09bff350
1112,2490,3252,0x0cb409ba
1113,-3252,2490,0x09baf34c
1114,2485,3256,0x0cb809b5
1115,-3256,2485,0x09b5f348
1116,2480,3260,0x0cbc09b0
1117,-3260,2480,0x09b0f344
1118,2475,3264,0x0cc009ab
1119,-3264,2475,0x09abf340
1120,2470,3267,0x0cc309a6
1121,-3267,2470,0x09a6f33d
1122,2465,3271,0x0cc709a1
1123,-3271,2465,0x09a1f339
1124,2460,3275,0x0ccb099c
1125,-3275,2460,0x099cf335
1126,2455,3279,0x0ccf0997
1127,-3279,2455,0x0997f331
1128,2450,3282,0x0cd20992
1129,-3282,2450,0x0992f32e
1130,2445,3286,0x0cd6098d
1131,-3286,2445,0x098df32a
1132,2440,3290,0x0cda0988
1133,-3290,2440,0x0988f326
1134,2435,3294,0x0cde0983
1135,-3294,2435,0x0983f322
1136,2430,3297,0x0ce1097e
1137,-3297,2430,0x097ef31f
1138,2425,3301,0x0ce50979
1139,-3301,2425,0x0979f31b
1140,2420,3305,0x0ce90974
1141,-3305,2420,0x0974f317
1142,2415,3309,0x0ced096f
1143,-3309,2415,0x096ff313
1144,2410,3312,0x0cf0096a
1145,-3312,2410,0x096af310
1146,2405,3316,0x0cf40965
1147,-3316,2405,0x0965f30c
1148,2399,3320,0x0cf8095f
1149,-3320,2399,0x095ff308
1150,2394,3323,0x0cfb095a
1151,-3323,2394,0x095af305
1152,2389,3327,0x0cff0955
1153,-3327,2389,0x0955f301
1154,2384,3331,0x0d030950
1155,-3331,2384,0x0950f2fd
1156,2379,3334,0x0d06094b
1157,-3334,2379,0x094bf2fa
1158,2374,3338,0x0d0a0946
1159,-3338,2374,0x0946f2f6
1160,2369,3342,0x0d0e0941
1161,-3342,2369,0x0941f2f2
1162,2364,3345,0x0d11093c
1163,-3345,2364,0x093cf2ef
1164,2359,3349,0x0d150937
1165,-3349,2359,0x0937f2eb
1166,2353,3352,0x0d180931
1167,-3352,2353,0x0931f2e8
1168,2348,3356,0x0d1c092c
1169,-3356,2348,0x092cf2e4
1170,2343,3360,0x0d200927
1171,-3360,2343,0x0927f2e0
1172,2338,3363,0x0d230922
1173,-3363,2338,0x0922f2dd
1174,2333,3367,0x0d27091d
1175,-3367,2333,0x091df2d9
1176,2328,3370,0x0d2a0918
1177,-3370,2328,0x0918f2d6
1178,2322,3374,0x0d2e0912
1179,-3374,2322,0x0912f2d2
1180,2317,3378,0x0d32090d
1181,-3378,2317,0x090df2ce
1182,2312,3381,0x0d350908
1183,-3381,2312,0x0908f2cb
1184,2307,3385,0x0d390903
1185,-3385,2307,0x0903f2c7
1186,2302,3388,0x0d3c08fe
1187,-3388,2302,0x08fef2c4
1188,2296,3392,0x0d4008f8
1189,-3392,2296,0x08f8f2c0
1190,2291,3395,0x0d4308f3
1191,-3395,2291,0x08f3f2bd
1192,2286,3399,0x0d4708ee
1193,-3399,2286,0x08eef2b9
1194,2281,3402,0x0d4a08e9
1195,-3402,2281,0x08e9f2b6
1196,2276,3406,0x0d4e08e4
1197,-3406,2276,0x08e4f2b2
1198,2270,3409,0x0d5108de
1199,-3409,2270,0x08def2af
1200,2265,3413,0x0d5508d9
1201,-3413,2265,0x08d9f2ab
1202,2260,3416,0x0d5808d4
1203,-3416,2260,0x08d4f2a8
1204,2255,3420,0x0d5c08cf
1205,-3420,2255,0x08cff2a4
1206,2249,3423,0x0d5f08c9
1207,-3423,2249,0x08c9f2a1
1208,2244,3426,0x0d6208c4
1209,-3426,2244,0x08c4f29e
1210,2239,3430,0x0d6608bf
1211,-3430,2239,0x08bff29a
1212,2234,3433,0x0d6908ba
1213,-3433,2234,0x08baf297
1214,2228,3437,0x0d6d08b4
1215,-3437,2228,0x08b4f293
1216,2223,3440,0x0d7008af
1217,-3440,2223,0x08aff290
1218,2218,3444,0x0d7408aa
1219,-3444,2218,0x08aaf28c
1220,2213,3447,0x0d7708a5
1221,-3447,2213,0x08a5f289
1222,2207,3450,0x0d7a089f
1223,-3450,2207,0x089ff286
1224,2202,3454,0x0d7e089a
1225,-3454,2202,0x089af282
1226,2197,3457,0x0d810895
1227,-3457,2197,0x0895f27f
1228,2191,3461,0x0d85088f
1229,-3461,2191,0x088ff27b
1230,2186,3464,0x0d88088a
1231,-3464,2186,0x088af278
1232,2181,3467,0x0d8b0885
1233,-3467,2181,0x0885f275
1234,2175,3471,0x0d8f087f
1235,-3471,2175,0x087ff271
1236,2170,3474,0x0d92087a
1237,-3474,2170,0x087af26e
1238,2165,3477,0x0d950875
1239,-3477,2165,0x0875f26b
1240,2159,3481,0x0d99086f
1241,-3481,2159,0x086ff267
1242,2154,3484,0x0d9c086a
1243,-3484,2154,0x086af264
1244,2149,3487,0x0d9f0865
1245,-3487,2149,0x0865f261
1246,2143,3490,0x0da2085f
1247,-3490,2143,0x085ff25e
1248,2138,3494,0x0da6085a
1249,-3494,2138,0x085af25a
1250,2133,3497,0x0da90855
1251,-3497,2133,0x0855f257
1252,2127,3500,0x0dac084f
1253,-3500,2127,0x084ff254
1254,2122,3504,0x0db0084a
1255,-3504,2122,0x084af250
1256,2117,3507,0x0db30845
1257,-3507,2117,0x0845f24d
1258,2111,3510,0x0db6083f
1259,-3510,2111,0x083ff24a
1260,2106,3513,0x0db9083a
1261,-3513,2106,0x083af247
1262,2100,3516,0x0dbc0834
1263,-3516,2100,0x0834f244
1264,2095,3520,0x0dc0082f
1265,-3520,2095,0x082ff240
1266,2090,3523,0x0dc3082a
1267,-3523,2090,0x082af23d
1268,2084,3526,0x0dc60824
1269,-3526,2084,0x0824f23a
1270,2079,3529,0x0dc9081f
1271,-3529,2079,0x081ff237
1272,2073,3532,0x0dcc0819
1273,-3532,2073,0x0819f234
1274,2068,3536,0x0dd00814
1275,-3536,2068,0x0814f230
1276,2062,3539,0x0dd3080e
1277,-3539,2062,0x080ef22d
1278,2057,3542,0x0dd60809
1279,-3542,2057,0x0809f22a
1280,2052,3545,0x0dd90804
1281,-3545,2052,0x0804f227
1282,2046,3548,0x0ddc07fe
1283,-3548,2046,0x07fef224
1284,2041,3551,0x0ddf07f9
1285,-3551,2041,0x07f9f221
1286,2035,3555,0x0de307f3
1287,-3555,2035,0x07f3f21d
1288,2030,3558,0x0de607ee
1289,-3558,2030,0x07eef21a
1290,2024,3561,0x0de907e8
1291,-3561,2024,0x07e8f217
1292,2019,3564,0x0dec07e3
1293,-3564,2019,0x07e3f214
1294,2013,3567,0x0def07dd
1295,-3567,2013,0x07ddf211
1296,2008,3570,0x0df207d8
1297,-3570,2008,0x07d8f20e
1298,2002,3573,0x0df507d2
1299,-3573,2002,0x07d2f20b
1300,1997,3576,0x0df807cd
1301,-3576,1997,0x07cdf208
1302,1992,3579,0x0dfb07c8
1303,-3579,1992,0x07c8f205
1304,1986,3582,0x0dfe07c2
1305,-3582,1986,0x07c2f202
1306,1981,3585,0x0e0107bd
1307,-3585,1981,0x07bdf1ff
1308,1975,3588,0x0e0407b7
1309,-3588,1975,0x07b7f1fc
1310,1970,3591,0x0e0707b2
1311,-3591,1970,0x07b2f1f9
1312,1964,3594,0x0e0a07ac
1313,-3594,1964,0x07acf1f6
1314,1958,3597,0x0e0d07a6
1315,-3597,1958,0x07a6f1f3
1316,1953,3600,0x0e1007a1
1317,-3600,1953,0x07a1f1f0
1318,1947,3603,0x0e13079b
1319,-3603,1947,0x079bf1ed
1320,1942,3606,0x0e160796
1321,-3606,1942,0x0796f1ea
1322,1936,3609,0x0e190790
1323,-3609,1936,0x0790f1e7
1324,1931,3612,0x0e1c078b
1325,-3612,1931,0x078bf1e4
1326,1925,3615,0x0e1f0785
1327,-3615,1925,0x0785f1e1
1328,1920,3618,0x0e220780
1329,-3618,1920,0x0780f1de
1330,1914,3621,0x0e25077a
1331,-3621,1914,0x077af1db
1332,1909,3624,0x0e280775
1333,-3624,1909,0x0775f1d8
1334,1903,3627,0x0e2b076f
1335,-3627,1903,0x076ff1d5
1336,1898,3630,0x0e2e076a
1337,-3630,1898,0x076af1d2
1338,1892,3633,0x0e310764
1339,-3633,1892,0x0764f1cf
1340,1886,3636,0x0e34075e
1341,-3636,1886,0x075ef1cc
1342,1881,3639,0x0e370759
1343,-3639,1881,0x0759f1c9
1344,1875,3642,0x0e3a0753
1345,-3642,1875,0x0753f1c6
1346,1870,3644,0x0e3c074e
1347,-3644,1870,0x074ef1c4
1348,1864,3647,0x0e3f0748
1349,-3647,1864,0x0748f1c1
1350,1858,3650,0x0e420742
1351,-3650,1858,0x0742f1be
1352,1853,3653,0x0e45073d
1353,-3653,1853,0x073df1bb
1354,1847,3656,0x0e480737
1355,-3656,1847,0x0737f1b8
1356,1842,3659,0x0e4b0732
1357,-3659,1842,0x0732f1b5
1358,1836,3661,0x0e4d072c
1359,-3661,1836,0x072cf1b3
1360,1830,3664,0x0e500726
1361,-3664,1830,0x0726f1b0
1362,1825,3667,0x0e530721
1363,-3667,1825,0x0721f1ad
1364,1819,3670,0x0e56071b
1365,-3670,1819,0x071bf1aa
1366,1813,3673,0x0e590715
1367,-3673,1813,0x0715f1a7
1368,1808,3675,0x0e5b0710
1369,-3675,1808,0x0710f1a5
1370,1802,3678,0x0e5e070a
1371,-3678,1802,0x070af1a2
1372,1797,3681,0x0e610705
1373,-3681,1797,0x0705f19f
1374,1791,3684,0x0e6406ff
1375,-3684,1791,0x06fff19c
1376,1785,3686,0x0e6606f9
1377,-3686,1785,0x06f9f19a
1378,1780,3689,0x0e6906f4
1379,-3689,1780,0x06f4f197
1380,1774,3692,0x0e6c06ee
1381,-3692,1774,0x06eef194
1382,1768,3695,0x0e6f06e8
1383,-3695,1768,0x06e8f191
1384,1763,3697,0x0e7106e3
1385,-3697,1763,0x06e3f18f
1386,1757,3700,0x0e7406dd
1387,-3700,1757,0x06ddf18c
1388,1751,3703,0x0e7706d7
1389,-3703,1751,0x06d7f189
1390,1746,3705,0x0e7906d2
1391,-3705,1746,0x06d2f187
1392,1740,3708,0x0e7c06cc
1393,-3708,1740,0x06ccf184
1394,1734,3711,0x0e7f06c6
1395,-3711,1734,0x06c6f181
1396,1729,3713,0x0e8106c1
1397,-3713,1729,0x06c1f17f
1398,1723,3716,0x0e8406bb
1399,-3716,1723,0x06bbf17c
1400,1717,3719,0x0e8706b5
1401,-3719,1717,0x06b5f179
1402,1711,3721,0x0e8906af
1403,-3721,1711,0x06aff177
1404,1706,3724,0x0e8c06aa
1405,-3724,1706,0x06aaf174
1406,1700,3727,0x0e8f06a4
1407,-3727,1700,0x06a4f171
1408,1694,3729,0x0e91069e
1409,-3729,1694,0x069ef16f
1410,1689,3732,0x0e940699
1411,-3732,1689,0x0699f16c
1412,1683,3734,0x0e960693
1413,-3734,1683,0x0693f16a
1414,1677,3737,0x0e99068d
1415,-3737,1677,0x068df167
1416,1671,3739,0x0e9b0687
1417,-3739,1671,0x0687f165
1418,1666,3742,0x0e9e0682
1419,-3742,1666,0x0682f162
1420,1660,3745,0x0ea1067c
1421,-3745,1660,0x067cf15f
1422,1654,3747,0x0ea30676
1423,-3747,1654,0x0676f15d
1424,1648,3750,0x0ea60670
1425,-3750,1648,0x0670f15a
1426,1643,3752,0x0ea8066b
1427,-3752,1643,0x066bf158
1428,1637,3755,0x0eab0665
1429,-3755,1637,0x0665f155
1430,1631,3757,0x0ead065f
1431,-3757,1631,0x065ff153
1432,1625,3760,0x0eb00659
1433,-3760,1625,0x0659f150
1434,1620,3762,0x0eb20654
1435,-3762,1620,0x0654f14e
1436,1614,3765,0x0eb5064e
1437,-3765,1614,0x064ef14b
1438,1608,3767,0x0eb70648
1439,-3767,1608,0x0648f149
1440,1602,3770,0x0eba0642
1441,-3770,1602,0x0642f146
1442,1596,3772,0x0ebc063c
1443,-3772,1596,0x063cf144
1444,1591,3775,0x0ebf0637
1445,-3775,1591,0x0637f141
1446,1585,3777,0x0ec10631
1447,-3777,1585,0x0631f13f
1448,1579,3779,0x0ec3062b
1449,-3779,1579,0x062bf13d
1450,1573,3782,0x0ec60625
1451,-3782,1573,0x0625f13a
1452,1567,3784,0x0ec8061f
1453,-3784,1567,0x061ff138
1454,1562,3787,0x0ecb061a
1455,-3787,1562,0x061af135
1456,1556,3789,0x0ecd0614
1457,-3789,1556,0x0614f133
1458,1550,3791,0x0ecf060e
1459,-3791,1550,0x060ef131
1460,1544,3794,0x0ed20608
1461,-3794,1544,0x0608f12e
1462,1538,3796,0x0ed40602
1463,-3796,1538,0x0602f12c
1464,1533,3798,0x0ed605fd
1465,-3798,1533,0x05fdf12a
1466,1527,3801,0x0ed905f7
1467,-3801,1527,0x05f7f127
1468,1521,3803,0x0edb05f1
1469,-3803,1521,0x05f1f125
1470,1515,3805,0x0edd05eb
1471,-3805,1515,0x05ebf123
1472,1509,3808,0x0ee005e5
1473,-3808,1509,0x05e5f120
1474,1503,3810,0x0ee205df
1475,-3810,1503,0x05dff11e
1476,1498,3812,0x0ee405da
1477,-3812,1498,0x05daf11c
1478,1492,3815,0x0ee705d4
1479,-3815,1492,0x05d4f119
1480,1486,3817,0x0ee905ce
1481,-3817,1486,0x05cef117
1482,1480,3819,0x0eeb05c8
1483,-3819,1480,0x05c8f115
1484,1474,3822,0x0eee05c2
1485,-3822,1474,0x05c2f112
1486,1468,3824,0x0ef005bc
1487,-3824,1468,0x05bcf110
1488,1462,3826,0x0ef205b6
1489,-3826,1462,0x05b6f10e
1490,1457,3828,0x0ef405b1
1491,-3828,1457,0x05b1f10c
1492,1451,3831,0x0ef705ab
1493,-3831,1451,0x05abf109
1494,1445,3833,0x0ef905a5
1495,-3833,1445,0x05a5f107
1496,1439,3835,0x0efb059f
1497,-3835,1439,0x059ff105
1498,1433,3837,0x0efd0599
1499,-3837,1433,0x0599f103
1500,1427,3839,0x0eff0593
1501,-3839,1427,0x0593f101
1502,1421,3842,0x0f02058d
1503,-3842,1421,0x058df0fe
1504,1415,3844,0x0f040587
1505,-3844,1415,0x0587f0fc
1506,1409,3846,0x0f060581
1507,-3846,1409,0x0581f0fa
1508,1404,3848,0x0f08057c
1509,-3848,1404,0x057cf0f8
1510,1398,3850,0x0f0a0576
1511,-3850,1398,0x0576f0f6
1512,1392,3852,0x0f0c0570
1513,-3852,1392,0x0570f0f4
1514,1386,3854,0x0f0e056a
1515,-3854,1386,0x056af0f2
1516,1380,3857,0x0f110564
1517,-3857,1380,0x0564f0ef
1518,1374,3859,0x0f13055e
1519,-3859,1374,0x055ef0ed
1520,1368,3861,0x0f150558
1521,-3861,1368,0x0558f0eb
1522,1362,3863,0x0f170552
1523,-3863,1362,0x0552f0e9
1524,1356,3865,0x0f19054c
1525,-3865,1356,0x054cf0e7
1526,1350,3867,0x0f1b0546
1527,-3867,1350,0x0546f0e5
1528,1344,3869,0x0f1d0540
1529,-3869,1344,0x0540f0e3
1530,1338,3871,0x0f1f053a
1531,-3871,1338,0x053af0e1
1532,1332,3873,0x0f210534
1533,-3873,1332,0x0534f0df
1534,1327,3875,0x0f23052f
1535,-3875,1327,0x052ff0dd
1536,1321,3877,0x0f250529
1537,-3877,1321,0x0529f0db
1538,1315,3879,0x0f270523
1539,-3879,1315,0x0523f0d9
1540,1309,3881,0x0f29051d
1541,-3881,1309,0x051df0d7
1542,1303,3883,0x0f2b0517
1543,-3883,1303,0x0517f0d5
1544,1297,3885,0x0f2d0511
1545,-3885,1297,0x0511f0d3
1546,1291,3887,0x0f2f050b
1547,-3887,1291,0x050bf0d1
1548,1285,3889,0x0f310505
1549,-3889,1285,0x0505f0cf
1550,1279,3891,0x0f3304ff
1551,-3891,1279,0x04fff0cd
1552,1273,3893,0x0f3504f9
1553,-3893,1273,0x04f9f0cb
1554,1267,3895,0x0f3704f3
1555,-3895,1267,0x04f3f0c9
1556,1261,3897,0x0f3904ed
1557,-3897,1261,0x04edf0c7
1558,1255,3899,0x0f3b04e7
1559,-3899,1255,0x04e7f0c5
1560,1249,3901,0x0f3d04e1
1561,-3901,1249,0x04e1f0c3
1562,1243,3903,0x0f3f04db
1563,-3903,1243,0x04dbf0c1
1564,1237,3905,0x0f4104d5
1565,-3905,1237,0x04d5f0bf
1566,1231,3907,0x0f4304cf
1567,-3907,1231,0x04cff0bd
1568,1225,3909,0x0f4504c9
1569,-3909,1225,0x04c9f0bb
1570,1219,3910,0x0f4604c3
1571,-3910,1219,0x04c3f0ba
1572,1213,3912,0x0f4804bd
1573,-3912,1213,0x04bdf0b8
1574,1207,3914,0x0f4a04b7
1575,-3914,1207,0x04b7f0b6
