field,pair_type,score,a_bin,a_name,a_ea,a_dist,a_arrows,a_mask4,a_toks,b_bin,b_name,b_ea,b_dist,b_arrows,b_mask4,b_toks
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0000d058,0xd058,3,0,0,0,MAIN.EXE,FUN_0001ecc0,0x1ecc0,,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0000d058,0xd058,3,0,0,0,MAIN.EXE,FUN_0001fe80,0x1fe80,,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001a674,0x1a674,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_00021644,0x21644,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a674,0x1a674,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a674,0x1a674,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00021644,0x21644,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x20,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00021644,0x21644,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00009f08,0x9f08,3,0,0,0,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0,MAIN.EXE,FUN_0001a558,0x1a558,3,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001ed30,0x1ed30,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_000215ec,0x215ec,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_00021644,0x21644,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x24,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_00021cf0,0x21cf0,4,0,0,0
+0xa,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00003a64,0x3a64,3,0,0,0,MAIN.EXE,FUN_0001b220,0x1b220,,0,0,0
+0xa,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00003a64,0x3a64,3,0,0,0,MAIN.EXE,FUN_0001ce0c,0x1ce0c,,0,0,0
+0x1,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00001954,0x1954,,0,0,0,MAIN.EXE,FUN_0000a4f0,0xa4f0,3,0,0,0
+0x1,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00001b90,0x1b90,,0,0,0,MAIN.EXE,FUN_0000a4f0,0xa4f0,3,0,0,0
+0x5,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00003cf0,0x3cf0,3,0,0,0,MAIN.EXE,FUN_0000d8d4,0xd8d4,,0,0,0
+0x5,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00003cf0,0x3cf0,3,0,0,0,MAIN.EXE,FUN_0000eb10,0xeb10,,0,0,0
+0x7,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00003cf0,0x3cf0,3,0,0,0,MAIN.EXE,FUN_0000d8d4,0xd8d4,,0,0,0
+0x7,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00003cf0,0x3cf0,3,0,0,0,MAIN.EXE,FUN_0000eb10,0xeb10,,0,0,0
+0x2,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001e314,0x1e314,4,0,0,0
+0x2,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001e404,0x1e404,4,0,0,0
+0x80,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00022234,0x22234,3,0,0,0,MAIN.EXE,FUN_000224dc,0x224dc,,0,0,0
+0x8c,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000080e8,0x80e8,3,0,0,0,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0
+0x8c,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0x8c,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001f7cc,0x1f7cc,4,0,0,0
+0x90,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0000d7d8,0xd7d8,,0,0,0,MAIN.EXE,FUN_0001a440,0x1a440,3,0,0,0
+0x90,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0x90,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001f7cc,0x1f7cc,4,0,0,0
+0x88,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0,MAIN.EXE,FUN_0001ab7c,0x1ab7c,3,0,0,0
+0x88,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a440,0x1a440,3,0,0,0,MAIN.EXE,FUN_0001a528,0x1a528,,0,0,0
+0x88,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a440,0x1a440,3,0,0,0,MAIN.EXE,FUN_0001ab94,0x1ab94,,0,0,0
+0x88,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a528,0x1a528,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0x88,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001ab94,0x1ab94,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0x34,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00008ff0,0x8ff0,3,0,0,0,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0
+0x3c,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0,MAIN.EXE,FUN_0001a558,0x1a558,3,0,0,0
+0x3c,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a558,0x1a558,3,0,0,0,MAIN.EXE,FUN_0001c36c,0x1c36c,,0,0,0
+0x38,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a320,0x1a320,,0,0,0,MAIN.EXE,FUN_0001a558,0x1a558,3,0,0,0
+0x30,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001abfc,0x1abfc,4,0,0,0
+0x30,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001e314,0x1e314,4,0,0,0
+0x1aa,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000126dc,0x126dc,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0x1aa,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000138d0,0x138d0,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0x50,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x50,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a674,0x1a674,4,0,0,0,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0
+0x50,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00021974,0x21974,4,0,0,0,MAIN.EXE,FUN_00021b4c,0x21b4c,4,0,0,0
+0x5e,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001abfc,0x1abfc,4,0,0,0
+0x5c,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001a3b0,0x1a3b0,4,0,0,0,MAIN.EXE,FUN_0001abfc,0x1abfc,4,0,0,0
+0xe8,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001b220,0x1b220,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0xe8,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001cfcc,0x1cfcc,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0xe8,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001d504,0x1d504,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0xe6,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001bff4,0x1bff4,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0xec,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0001bff4,0x1bff4,,0,0,0,MAIN.EXE,FUN_0001f734,0x1f734,3,0,0,0
+0xbc,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000200b4,0x200b4,,0,0,0,MAIN.EXE,FUN_00022234,0x22234,3,0,0,0
+0xbc,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000200b4,0x200b4,,0,0,0,MAIN.EXE,FUN_0002230c,0x2230c,3,0,0,0
+0xb9,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_00022234,0x22234,3,0,0,0,MAIN.EXE,FUN_000224dc,0x224dc,,0,0,0
+0xb9,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000224dc,0x224dc,,0,0,0,MAIN.EXE,FUN_000233dc,0x233dc,3,0,0,0
+0xb9,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000224dc,0x224dc,,0,0,0,MAIN.EXE,FUN_00023410,0x23410,3,0,0,0
+0xb9,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000224dc,0x224dc,,0,0,0,MAIN.EXE,FUN_00023438,0x23438,3,0,0,0
+0xb9,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_000224e0,0x224e0,4,0,0,0,MAIN.EXE,FUN_000233a0,0x233a0,4,0,0,0
+0xb9,assign_nonzero_vs_zero,-4,MAIN.EXE,FUN_0002252c,0x2252c,3,0,0,0,MAIN.EXE,FUN_0002336c,0x2336c,,0,0,0
+0xd,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_00000fc4,0xfc4,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xd,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_00000fc4,0xfc4,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xd,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_00000fc4,0xfc4,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xd,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_00000fc4,0xfc4,,0,0,0,MAIN.EXE,FUN_0001ed30,0x1ed30,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_00000fc4,0xfc4,,0,0,0,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_00000fc4,0xfc4,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_000010b4,0x10b4,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_000010b4,0x10b4,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_000010b4,0x10b4,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000af3c,0xaf3c,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000af3c,0xaf3c,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000af3c,0xaf3c,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001a178,0x1a178,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001a178,0x1a178,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001a178,0x1a178,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001e750,0x1e750,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001e7b4,0x1e7b4,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001eb14,0x1eb14,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001eb74,0x1eb74,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001eba4,0x1eba4,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001ebd4,0x1ebd4,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001ec04,0x1ec04,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001ec24,0x1ec24,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001ec74,0x1ec74,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001ec90,0x1ec90,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e674,0x1e674,4,0,0,0,MAIN.EXE,FUN_0001ecc0,0x1ecc0,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e750,0x1e750,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e750,0x1e750,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e750,0x1e750,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e7b4,0x1e7b4,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e7b4,0x1e7b4,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e7b4,0x1e7b4,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001eb14,0x1eb14,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001eb74,0x1eb74,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001eba4,0x1eba4,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001ebd4,0x1ebd4,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001ec04,0x1ec04,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001ec24,0x1ec24,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001ec74,0x1ec74,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001ec90,0x1ec90,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001ecc0,0x1ecc0,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0001fe80,0x1fe80,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001eb14,0x1eb14,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001eb14,0x1eb14,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001eb74,0x1eb74,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001eb74,0x1eb74,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001eba4,0x1eba4,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001eba4,0x1eba4,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ebd4,0x1ebd4,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ebd4,0x1ebd4,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0,MAIN.EXE,FUN_0001fe80,0x1fe80,,0,0,0
+0xc,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0,MAIN.EXE,FUN_0001fe80,0x1fe80,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_000010b4,0x10b4,,0,0,0,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0000af3c,0xaf3c,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0000d8d4,0xd8d4,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0000e5f0,0xe5f0,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_00014f80,0x14f80,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001a178,0x1a178,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001b220,0x1b220,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001e750,0x1e750,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001e7b4,0x1e7b4,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001eb14,0x1eb14,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001eb74,0x1eb74,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001eba4,0x1eba4,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001ebd4,0x1ebd4,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001ec04,0x1ec04,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001ec24,0x1ec24,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001ec74,0x1ec74,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001ec90,0x1ec90,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001ecc0,0x1ecc0,,0,0,0
+0x8,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000ace0,0xace0,4,0,0,0,MAIN.EXE,FUN_0001fe80,0x1fe80,,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_000010b4,0x10b4,,0,0,0,MAIN.EXE,FUN_000233a0,0x233a0,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0000af3c,0xaf3c,,0,0,0,MAIN.EXE,FUN_000233a0,0x233a0,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e150,0x1e150,,0,0,0,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e150,0x1e150,,0,0,0,MAIN.EXE,FUN_0001ec44,0x1ec44,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e150,0x1e150,,0,0,0,MAIN.EXE,FUN_0001ec64,0x1ec64,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e750,0x1e750,,0,0,0,MAIN.EXE,FUN_000233a0,0x233a0,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001e7b4,0x1e7b4,,0,0,0,MAIN.EXE,FUN_000233a0,0x233a0,4,0,0,0
+0x10,assign_nonzero_vs_zero,-5,MAIN.EXE,FUN_0001ea04,0x1ea04,4,0,0,0,MAIN.EXE,FUN_0002336c,0x2336c,,0,0,0
