field,pair_type,score,a_bin,a_name,a_ea,a_dist,a_arrows,a_mask4,a_toks,b_bin,b_name,b_ea,b_dist,b_arrows,b_mask4,b_toks
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015b54,0x15b54,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015b54,0x15b54,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015b54,0x15b54,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015b54,0x15b54,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015b54,0x15b54,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015b54,0x15b54,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_00015bfc,0x15bfc,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a638,0x1a638,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a704,0x1a704,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001a7d0,0x1a7d0,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aa28,0x1aa28,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001aac0,0x1aac0,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ab58,0x1ab58,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001abf0,0x1abf0,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ac88,0x1ac88,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001ad20,0x1ad20,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b148,0x1b148,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b4f4,0x1b4f4,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001b9e4,0x1b9e4,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_0002f200,0x2f200,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_0003339c,0x3339c,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00035cc0,0x35cc0,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00036c34,0x36c34,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_0003f1dc,0x3f1dc,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c370,0x1c370,,0,0,0,GAME.BIN,FUN_00043748,0x43748,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c460,0x1c460,,0,0,0,GAME.BIN,FUN_00023364,0x23364,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c460,0x1c460,,0,0,0,GAME.BIN,FUN_00023698,0x23698,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c460,0x1c460,,0,0,0,GAME.BIN,FUN_00028c60,0x28c60,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c460,0x1c460,,0,0,0,GAME.BIN,FUN_00028d10,0x28d10,,0,0,0
+0x10,assign_nonzero_vs_zero,-6,GAME.BIN,FUN_0001c460,0x1c460,,0,0,0,GAME.BIN,FUN_0002e8f4,0x2e8f4,,0,0,0
