container_i,bind_off,base,entry_i,name,rel_off,abs_off,size
0,0,file,0,"BIN_2.TIM",328,328,2112
0,0,file,1,"CUR_TREE.TIM",2444,2444,2112
0,0,file,2,"PARKSET5.TIM",4560,4560,2112
0,0,file,3,"STUMP.TIM",6676,6676,576
0,0,file,4,"TOW01.TIM",7256,7256,8256
0,0,file,5,"COLUMN.TIM",15516,15516,2112
0,0,file,6,"FLAG2.TIM",17632,17632,2368
0,0,file,7,"INFLBASE.TIM",20004,20004,2368
