name,ea,size,in_degree,out_degree,degree,binary
FUN_0003991c,235804,628,0,0,0,GAME.BIN
FUN_0000444c,17484,624,0,0,0,GAME.BIN
FUN_00025c18,154648,624,0,0,0,GAME.BIN
FUN_00028724,165668,620,0,0,0,GAME.BIN
FUN_000390c8,233672,620,0,0,0,GAME.BIN
FUN_0003c74c,247628,620,0,0,0,GAME.BIN
FUN_0001dc38,121912,616,0,0,0,GAME.BIN
FUN_0000fdd8,64984,612,0,0,0,GAME.BIN
FUN_0001e560,124256,604,0,0,0,GAME.BIN
FUN_0003ef84,257924,600,0,0,0,GAME.BIN
FUN_00009d20,40224,588,0,0,0,GAME.BIN
FUN_0000ae54,44628,584,0,0,0,GAME.BIN
FUN_0003a014,237588,584,0,0,0,GAME.BIN
FUN_0003ea40,256576,584,0,0,0,GAME.BIN
FUN_0003d6a8,251560,576,0,0,0,GAME.BIN
FUN_00042904,272644,576,0,0,0,GAME.BIN
FUN_000179d4,96724,564,0,0,0,GAME.BIN
FUN_00017d70,97648,564,0,0,0,GAME.BIN
FUN_000356ac,218796,560,0,0,0,GAME.BIN
FUN_00022a74,141940,556,0,0,0,GAME.BIN
FUN_0001fff0,131056,548,0,0,0,GAME.BIN
FUN_00035088,217224,548,0,0,0,GAME.BIN
FUN_00025284,152196,544,0,0,0,GAME.BIN
FUN_0002566c,153196,540,0,0,0,GAME.BIN
FUN_0003339c,209820,540,0,0,0,GAME.BIN
FUN_000280a0,164000,532,0,0,0,GAME.BIN
FUN_00033c20,212000,532,0,0,0,GAME.BIN
FUN_00027304,160516,528,0,0,0,GAME.BIN
FUN_00039b90,236432,524,0,0,0,GAME.BIN
FUN_0002cd00,183552,520,0,0,0,GAME.BIN
FUN_0003cee4,249572,516,0,0,0,GAME.BIN
FUN_00043348,275272,516,0,0,0,GAME.BIN
FUN_0004915c,299356,516,0,0,0,GAME.BIN
FUN_0000a210,41488,508,0,0,0,GAME.BIN
FUN_0001f218,127512,504,0,0,0,GAME.BIN
FUN_0002d810,186384,504,0,0,0,GAME.BIN
FUN_0002b7d0,178128,500,0,0,0,GAME.BIN
FUN_000140d4,82132,496,0,0,0,GAME.BIN
FUN_000283f8,164856,492,0,0,0,GAME.BIN
FUN_000494c4,300228,492,0,0,0,GAME.BIN
FUN_00026c68,158824,484,0,0,0,GAME.BIN
FUN_0003360c,210444,484,0,0,0,GAME.BIN
FUN_0002f6d4,194260,480,0,0,0,GAME.BIN
FUN_000372ac,225964,476,0,0,0,GAME.BIN
FUN_00015064,86116,472,0,0,0,GAME.BIN
FUN_00010ef4,69364,464,0,0,0,GAME.BIN
FUN_00013510,79120,464,0,0,0,GAME.BIN
FUN_0001fe20,130592,464,0,0,0,GAME.BIN
FUN_000358dc,219356,464,0,0,0,GAME.BIN
FUN_00042518,271640,464,0,0,0,GAME.BIN
FUN_00028fc4,167876,460,0,0,0,GAME.BIN
FUN_000254a4,152740,456,0,0,0,GAME.BIN
FUN_000337f0,210928,456,0,0,0,GAME.BIN
FUN_00011714,71444,452,0,0,0,GAME.BIN
FUN_0001af84,110468,452,0,0,0,GAME.BIN
FUN_000138c4,80068,448,0,0,0,GAME.BIN
FUN_000207a8,133032,448,0,0,0,GAME.BIN
FUN_000220b4,139444,448,0,0,0,GAME.BIN
FUN_00042744,272196,448,0,0,0,GAME.BIN
FUN_000104c8,66760,444,0,0,0,GAME.BIN
FUN_0002da08,186888,440,0,0,0,GAME.BIN
FUN_00045a80,285312,440,0,0,0,GAME.BIN
FUN_00045c38,285752,440,0,0,0,GAME.BIN
FUN_00004298,17048,436,0,0,0,GAME.BIN
FUN_0001573c,87868,436,0,0,0,GAME.BIN
FUN_0003a61c,239132,436,0,0,0,GAME.BIN
FUN_00043748,276296,436,0,0,0,GAME.BIN
FUN_0001c5c4,116164,432,0,0,0,GAME.BIN
FUN_000180b0,98480,428,0,0,0,GAME.BIN
FUN_0001bde8,114152,428,0,0,0,GAME.BIN
FUN_00027160,160096,420,0,0,0,GAME.BIN
FUN_000171a0,94624,412,0,0,0,GAME.BIN
FUN_00030eac,200364,412,0,0,0,GAME.BIN
FUN_0001150c,70924,408,0,0,0,GAME.BIN
FUN_0002de50,187984,408,0,0,0,GAME.BIN
FUN_00037114,225556,408,0,0,0,GAME.BIN
FUN_00014ad4,84692,404,0,0,0,GAME.BIN
FUN_00022790,141200,404,0,0,0,GAME.BIN
FUN_0003cc28,248872,404,0,0,0,GAME.BIN
FUN_00017010,94224,400,0,0,0,GAME.BIN
FUN_0002609c,155804,400,0,0,0,GAME.BIN
FUN_000464fc,287996,400,0,0,0,GAME.BIN
FUN_0004083c,264252,396,0,0,0,GAME.BIN
FUN_0002b030,176176,392,0,0,0,GAME.BIN
FUN_0000c2e8,49896,388,0,0,0,GAME.BIN
FUN_0001cbb4,117684,388,0,0,0,GAME.BIN
FUN_0002ba5c,178780,388,0,0,0,GAME.BIN
FUN_0002c7a0,182176,388,0,0,0,GAME.BIN
FUN_00039dac,236972,388,0,0,0,GAME.BIN
FUN_0000a8d4,43220,384,0,0,0,GAME.BIN
FUN_0000d398,54168,384,0,0,0,GAME.BIN
FUN_0003dd3c,253244,384,0,0,0,GAME.BIN
FUN_000417c4,268228,384,0,0,0,GAME.BIN
FUN_0001fca4,130212,380,0,0,0,GAME.BIN
FUN_0002ed40,191808,376,0,0,0,GAME.BIN
FUN_000089a4,35236,372,0,0,0,GAME.BIN
FUN_000159e0,88544,372,0,0,0,GAME.BIN
FUN_0001ba34,113204,372,0,0,0,GAME.BIN
FUN_0001bba8,113576,372,0,0,0,GAME.BIN
FUN_0001ce00,118272,372,0,0,0,GAME.BIN
FUN_00023698,145048,372,0,0,0,GAME.BIN
FUN_00012db8,77240,368,0,0,0,GAME.BIN
FUN_0002ad60,175456,368,0,0,0,GAME.BIN
FUN_00014438,83000,360,0,0,0,GAME.BIN
FUN_0000a770,42864,356,0,0,0,GAME.BIN
FUN_0000d090,53392,356,0,0,0,GAME.BIN
FUN_00025eb0,155312,356,0,0,0,GAME.BIN
FUN_00049360,299872,356,0,0,0,GAME.BIN
FUN_0000c10c,49420,352,0,0,0,GAME.BIN
FUN_0001528c,86668,352,0,0,0,GAME.BIN
FUN_0002aed0,175824,352,0,0,0,GAME.BIN
FUN_00049b68,301928,352,0,0,0,GAME.BIN
FUN_00018e98,102040,348,0,0,0,GAME.BIN
FUN_0001a064,106596,348,0,0,0,GAME.BIN
FUN_0002a498,173208,348,0,0,0,GAME.BIN
FUN_00041a48,268872,348,0,0,0,GAME.BIN
FUN_00013a84,80516,344,0,0,0,GAME.BIN
FUN_000099a8,39336,340,0,0,0,GAME.BIN
FUN_000296e8,169704,340,0,0,0,GAME.BIN
FUN_0002e3ac,189356,340,0,0,0,GAME.BIN
FUN_000184f8,99576,336,0,0,0,GAME.BIN
FUN_000193a0,103328,336,0,0,0,GAME.BIN
FUN_0001d254,119380,336,0,0,0,GAME.BIN
FUN_0001d3a4,119716,336,0,0,0,GAME.BIN
FUN_0002d6b4,186036,336,0,0,0,GAME.BIN
FUN_0003f1dc,258524,336,0,0,0,GAME.BIN
FUN_0001dad8,121560,332,0,0,0,GAME.BIN
FUN_00020b88,134024,332,0,0,0,GAME.BIN
FUN_00047f54,294740,328,0,0,0,GAME.BIN
FUN_00015c94,89236,324,0,0,0,GAME.BIN
FUN_0002e668,190056,324,0,0,0,GAME.BIN
FUN_0003b9b4,244148,324,0,0,0,GAME.BIN
FUN_0003a7d0,239568,320,0,0,0,GAME.BIN
FUN_000194f0,103664,316,0,0,0,GAME.BIN
FUN_00038370,230256,316,0,0,0,GAME.BIN
FUN_0003860c,230924,316,0,0,0,GAME.BIN
FUN_00027d1c,163100,312,0,0,0,GAME.BIN
FUN_0002a2d0,172752,312,0,0,0,GAME.BIN
FUN_000468fc,289020,312,0,0,0,GAME.BIN
FUN_00015dd8,89560,308,0,0,0,GAME.BIN
FUN_00020598,132504,308,0,0,0,GAME.BIN
FUN_00042e0c,273932,308,0,0,0,GAME.BIN
FUN_0002cf08,184072,304,0,0,0,GAME.BIN
FUN_00005710,22288,300,0,0,0,GAME.BIN
FUN_000133e4,78820,300,0,0,0,GAME.BIN
FUN_000071ec,29164,292,0,0,0,GAME.BIN
FUN_0001a834,108596,292,0,0,0,GAME.BIN
FUN_00023364,144228,292,0,0,0,GAME.BIN
FUN_000103a8,66472,288,0,0,0,GAME.BIN
FUN_0001d9b8,121272,288,0,0,0,GAME.BIN
FUN_00020a68,133736,288,0,0,0,GAME.BIN
FUN_00013dec,81388,284,0,0,0,GAME.BIN
FUN_00033e34,212532,284,0,0,0,GAME.BIN
FUN_00044754,280404,284,0,0,0,GAME.BIN
FUN_00006cb8,27832,280,0,0,0,GAME.BIN
FUN_0000888c,34956,280,0,0,0,GAME.BIN
FUN_0001831c,99100,280,0,0,0,GAME.BIN
FUN_0000a44c,42060,276,0,0,0,GAME.BIN
FUN_000132d0,78544,276,0,0,0,GAME.BIN
FUN_0001c4b0,115888,276,0,0,0,GAME.BIN
FUN_0000c7ac,51116,272,0,0,0,GAME.BIN
FUN_0000ddd4,56788,272,0,0,0,GAME.BIN
FUN_0001d4f4,120052,272,0,0,0,GAME.BIN
FUN_00037d1c,228636,272,0,0,0,GAME.BIN
FUN_000106cc,67276,268,0,0,0,GAME.BIN
FUN_00011f18,73496,268,0,0,0,GAME.BIN
FUN_00013728,79656,268,0,0,0,GAME.BIN
FUN_00029538,169272,268,0,0,0,GAME.BIN
FUN_00036900,223488,268,0,0,0,GAME.BIN
FUN_000396b4,235188,268,0,0,0,GAME.BIN
FUN_00008704,34564,264,0,0,0,GAME.BIN
FUN_00029910,170256,264,0,0,0,GAME.BIN
FUN_000110c4,69828,260,0,0,0,GAME.BIN
FUN_00024454,148564,260,0,0,0,GAME.BIN
FUN_0002a7c4,174020,260,0,0,0,GAME.BIN
FUN_00031480,201856,260,0,0,0,GAME.BIN
FUN_00038fc4,233412,260,0,0,0,GAME.BIN
FUN_0000dcd4,56532,256,0,0,0,GAME.BIN
FUN_00035534,218420,256,0,0,0,GAME.BIN
FUN_00005b24,23332,252,0,0,0,GAME.BIN
FUN_0001987c,104572,252,0,0,0,GAME.BIN
FUN_00024c9c,150684,252,0,0,0,GAME.BIN
FUN_00026e4c,159308,252,0,0,0,GAME.BIN
FUN_00012cc0,76992,248,0,0,0,GAME.BIN
FUN_00029b2c,170796,248,0,0,0,GAME.BIN
FUN_0002a5f4,173556,248,0,0,0,GAME.BIN
FUN_00008610,34320,244,0,0,0,GAME.BIN
FUN_0001132c,70444,244,0,0,0,GAME.BIN
FUN_00013fe0,81888,244,0,0,0,GAME.BIN
FUN_00022924,141604,244,0,0,0,GAME.BIN
FUN_0002646c,156780,244,0,0,0,GAME.BIN
FUN_00026768,157544,244,0,0,0,GAME.BIN
FUN_0002b608,177672,244,0,0,0,GAME.BIN
FUN_0003cdf0,249328,244,0,0,0,GAME.BIN
FUN_0000c020,49184,236,0,0,0,GAME.BIN
FUN_0000c910,51472,236,0,0,0,GAME.BIN
FUN_0001adb8,110008,236,0,0,0,GAME.BIN
FUN_0001f098,127128,236,0,0,0,GAME.BIN
FUN_00025048,151624,236,0,0,0,GAME.BIN
FUN_00041edc,270044,236,0,0,0,GAME.BIN
FUN_00005f84,24452,232,0,0,0,GAME.BIN
FUN_00026f48,159560,232,0,0,0,GAME.BIN
FUN_0000852c,34092,228,0,0,0,GAME.BIN
FUN_00008ea8,36520,228,0,0,0,GAME.BIN
FUN_0000ad70,44400,228,0,0,0,GAME.BIN
FUN_0000cb48,52040,228,0,0,0,GAME.BIN
FUN_0001cff0,118768,228,0,0,0,GAME.BIN
FUN_0000b09c,45212,224,0,0,0,GAME.BIN
FUN_00019eac,106156,224,0,0,0,GAME.BIN
FUN_0001aea4,110244,224,0,0,0,GAME.BIN
FUN_00028ad0,166608,224,0,0,0,GAME.BIN
FUN_0002ac80,175232,224,0,0,0,GAME.BIN
FUN_0003d368,250728,224,0,0,0,GAME.BIN
FUN_00007310,29456,220,0,0,0,GAME.BIN
FUN_0001efbc,126908,220,0,0,0,GAME.BIN
FUN_000206cc,132812,220,0,0,0,GAME.BIN
FUN_000316c8,202440,220,0,0,0,GAME.BIN
FUN_0000d1f4,53748,216,0,0,0,GAME.BIN
FUN_0002e590,189840,216,0,0,0,GAME.BIN
FUN_000384e0,230624,216,0,0,0,GAME.BIN
FUN_00007b44,31556,212,0,0,0,GAME.BIN
FUN_000197a0,104352,212,0,0,0,GAME.BIN
FUN_0002983c,170044,212,0,0,0,GAME.BIN
FUN_0002f8b4,194740,212,0,0,0,GAME.BIN
FUN_00037e60,228960,212,0,0,0,GAME.BIN
FUN_00018d74,101748,208,0,0,0,GAME.BIN
FUN_000196d0,104144,208,0,0,0,GAME.BIN
FUN_0001a958,108888,208,0,0,0,GAME.BIN
FUN_00028ef4,167668,208,0,0,0,GAME.BIN
FUN_0002e0e4,188644,208,0,0,0,GAME.BIN
FUN_0003ee8c,257676,208,0,0,0,GAME.BIN
FUN_00048f20,298784,208,0,0,0,GAME.BIN
FUN_00008220,33312,204,0,0,0,GAME.BIN
FUN_0000c9fc,51708,204,0,0,0,GAME.BIN
FUN_000145f4,83444,204,0,0,0,GAME.BIN
FUN_000226c4,140996,204,0,0,0,GAME.BIN
FUN_00042d18,273688,204,0,0,0,GAME.BIN
FUN_000442ec,279276,204,0,0,0,GAME.BIN
FUN_00008158,33112,200,0,0,0,GAME.BIN
FUN_00042450,271440,200,0,0,0,GAME.BIN
FUN_00043628,276008,200,0,0,0,GAME.BIN
FUN_00008de4,36324,196,0,0,0,GAME.BIN
FUN_0002d220,184864,196,0,0,0,GAME.BIN
FUN_000082ec,33516,192,0,0,0,GAME.BIN
FUN_000083ac,33708,192,0,0,0,GAME.BIN
FUN_0000846c,33900,192,0,0,0,GAME.BIN
FUN_0000e90c,59660,192,0,0,0,GAME.BIN
FUN_00014fa4,85924,192,0,0,0,GAME.BIN
FUN_00017cb0,97456,192,0,0,0,GAME.BIN
FUN_000210a8,135336,192,0,0,0,GAME.BIN
FUN_00025888,153736,192,0,0,0,GAME.BIN
FUN_00027578,161144,192,0,0,0,GAME.BIN
FUN_0002bd00,179456,192,0,0,0,GAME.BIN
FUN_0002f614,194068,192,0,0,0,GAME.BIN
FUN_00037054,225364,192,0,0,0,GAME.BIN
FUN_000394e4,234724,192,0,0,0,GAME.BIN
FUN_0003cb68,248680,192,0,0,0,GAME.BIN
FUN_000270a4,159908,188,0,0,0,GAME.BIN
FUN_0002d5f8,185848,188,0,0,0,GAME.BIN
FUN_00042fd4,274388,188,0,0,0,GAME.BIN
FUN_0002e1b4,188852,184,0,0,0,GAME.BIN
FUN_00042c60,273504,184,0,0,0,GAME.BIN
FUN_00049e0c,302604,184,0,0,0,GAME.BIN
FUN_00049fa0,303008,184,0,0,0,GAME.BIN
FUN_00007f10,32528,180,0,0,0,GAME.BIN
FUN_0003b8ac,243884,180,0,0,0,GAME.BIN
FUN_0004057c,263548,180,0,0,0,GAME.BIN
FUN_0000dbb4,56244,176,0,0,0,GAME.BIN
FUN_0001b934,112948,176,0,0,0,GAME.BIN
FUN_0001d100,119040,176,0,0,0,GAME.BIN
FUN_00026344,156484,176,0,0,0,GAME.BIN
FUN_00028c60,167008,176,0,0,0,GAME.BIN
FUN_000480a4,295076,172,0,0,0,GAME.BIN
FUN_00006dd0,28112,168,0,0,0,GAME.BIN
FUN_00017c08,97288,168,0,0,0,GAME.BIN
FUN_000282b4,164532,168,0,0,0,GAME.BIN
FUN_0002bed4,179924,168,0,0,0,GAME.BIN
FUN_0000c534,50484,164,0,0,0,GAME.BIN
FUN_0001d688,120456,164,0,0,0,GAME.BIN
FUN_00027e54,163412,164,0,0,0,GAME.BIN
FUN_00029644,169540,164,0,0,0,GAME.BIN
FUN_00009afc,39676,160,0,0,0,GAME.BIN
FUN_000199e8,104936,160,0,0,0,GAME.BIN
FUN_0001b454,111700,160,0,0,0,GAME.BIN
FUN_00022398,140184,160,0,0,0,GAME.BIN
FUN_00027ba8,162728,160,0,0,0,GAME.BIN
FUN_000292c0,168640,160,0,0,0,GAME.BIN
FUN_00005d14,23828,156,0,0,0,GAME.BIN
FUN_0000c710,50960,156,0,0,0,GAME.BIN
FUN_0000d9a0,55712,156,0,0,0,GAME.BIN
FUN_00011420,70688,156,0,0,0,GAME.BIN
FUN_00014f08,85768,156,0,0,0,GAME.BIN
FUN_00018014,98324,156,0,0,0,GAME.BIN
FUN_0001e8dc,125148,156,0,0,0,GAME.BIN
FUN_000243b8,148408,156,0,0,0,GAME.BIN
FUN_00024fac,151468,156,0,0,0,GAME.BIN
FUN_0002835c,164700,156,0,0,0,GAME.BIN
FUN_00028e58,167512,156,0,0,0,GAME.BIN
FUN_0003e670,255600,156,0,0,0,GAME.BIN
FUN_00044870,280688,156,0,0,0,GAME.BIN
FUN_0004490c,280844,156,0,0,0,GAME.BIN
FUN_00006860,26720,152,0,0,0,GAME.BIN
FUN_00006958,26968,152,0,0,0,GAME.BIN
FUN_00006a50,27216,152,0,0,0,GAME.BIN
FUN_00008c00,35840,152,0,0,0,GAME.BIN
FUN_000224c8,140488,152,0,0,0,GAME.BIN
FUN_00022560,140640,152,0,0,0,GAME.BIN
FUN_000251ec,152044,152,0,0,0,GAME.BIN
FUN_0003c6b4,247476,152,0,0,0,GAME.BIN
FUN_00005e50,24144,148,0,0,0,GAME.BIN
FUN_00006f90,28560,148,0,0,0,GAME.BIN
FUN_00010828,67624,148,0,0,0,GAME.BIN
FUN_0001f558,128344,148,0,0,0,GAME.BIN
FUN_0001f5ec,128492,148,0,0,0,GAME.BIN
FUN_00022dc8,142792,148,0,0,0,GAME.BIN
FUN_0000606c,24684,144,0,0,0,GAME.BIN
FUN_00006e78,28280,144,0,0,0,GAME.BIN
FUN_00007084,28804,144,0,0,0,GAME.BIN
FUN_00007680,30336,144,0,0,0,GAME.BIN
FUN_00007d14,32020,144,0,0,0,GAME.BIN
FUN_00026560,157024,144,0,0,0,GAME.BIN
FUN_00031844,202820,144,0,0,0,GAME.BIN
FUN_00045f94,286612,144,0,0,0,GAME.BIN
FUN_00006b48,27464,140,0,0,0,GAME.BIN
FUN_000079e8,31208,140,0,0,0,GAME.BIN
FUN_00012198,74136,140,0,0,0,GAME.BIN
FUN_00012f90,77712,140,0,0,0,GAME.BIN
FUN_00032630,206384,140,0,0,0,GAME.BIN
FUN_0003ed08,257288,140,0,0,0,GAME.BIN
FUN_00006508,25864,136,0,0,0,GAME.BIN
FUN_00006f08,28424,136,0,0,0,GAME.BIN
FUN_00008b78,35704,136,0,0,0,GAME.BIN
FUN_00008d5c,36188,136,0,0,0,GAME.BIN
FUN_0000c4ac,50348,136,0,0,0,GAME.BIN
FUN_00013f58,81752,136,0,0,0,GAME.BIN
FUN_00027788,161672,136,0,0,0,GAME.BIN
FUN_00031640,202304,136,0,0,0,GAME.BIN
FUN_000382e0,230112,136,0,0,0,GAME.BIN
FUN_00039334,234292,136,0,0,0,GAME.BIN
FUN_000395d8,234968,136,0,0,0,GAME.BIN
FUN_0003c9b8,248248,136,0,0,0,GAME.BIN
FUN_0003edbc,257468,136,0,0,0,GAME.BIN
FUN_00042b6c,273260,136,0,0,0,GAME.BIN
FUN_00015668,87656,132,0,0,0,GAME.BIN
FUN_0001d604,120324,132,0,0,0,GAME.BIN
FUN_000397c0,235456,132,0,0,0,GAME.BIN
FUN_000499cc,301516,132,0,0,0,GAME.BIN
FUN_0000793c,31036,128,0,0,0,GAME.BIN
FUN_00007e90,32400,128,0,0,0,GAME.BIN
FUN_0000cac8,51912,128,0,0,0,GAME.BIN
FUN_0000d318,54040,128,0,0,0,GAME.BIN
FUN_0000d5cc,54732,128,0,0,0,GAME.BIN
FUN_0000f3e4,62436,128,0,0,0,GAME.BIN
FUN_0002b1b8,176568,128,0,0,0,GAME.BIN
FUN_00045a00,285184,128,0,0,0,GAME.BIN
FUN_00007fc4,32708,124,0,0,0,GAME.BIN
