value,table,record_idx,field_pos
15,PROJECTILES.BIN,14,52
15,PROJECTILES.BIN,15,48
15,PROJECTILES.BIN,16,44
15,PROJECTILES.BIN,24,44
15,PROJECTILES.BIN,31,16
15,PROJECTILES.BIN,32,12
15,PROJECTILES.BIN,36,72
15,PROJECTILES.BIN,39,92
15,PROJECTILES.BIN,44,72
15,PROJECTILES.BIN,45,68
15,PROJECTILES.BIN,47,64
15,PROJECTILES.BIN,66,92
15,PROJECTILES.BIN,68,84
15,STATICS.BIN,0,108
15,STATICS.BIN,0,684
15,STATICS.BIN,0,1152
15,STATICS.BIN,0,2668
15,STATICS.BIN,0,3052
15,STATICS.BIN,0,3436
15,STATICS.BIN,0,3756
15,STATICS.BIN,0,4140
15,STATICS.BIN,0,4588
15,STATICS.BIN,0,4972
15,STATICS.BIN,0,5356
15,STATICS.BIN,0,5740
15,STATICS.BIN,1,1940
15,STATICS.BIN,1,4456
15,STATICS.BIN,1,4520
15,STATICS.BIN,1,5012
15,TOYS.BIN,15,8
15,TOYS.BIN,17,4
15,TOYS.BIN,40,4
15,TOYS.BIN,76,4
15,VEHICLES.BIN,16,156
15,WEAPONS.BIN,9,0
15,WEAPONS.BIN,19,8
15,WEAPONS.BIN,50,44
16,ACTION.BIN,133,0
16,ACTION.BIN,162,0
16,ACTION.BIN,498,18
16,ACTION.BIN,577,12
16,ATTITUDE.BIN,144,24
16,BUDDIES.BIN,34,0
16,PERCEPT.BIN,12,14
16,PERCEPT.BIN,34,14
16,PERCEPT.BIN,92,26
16,PERCEPT.BIN,94,0
16,PERCEPT.BIN,116,6
16,PERCEPT.BIN,128,10
16,PERCEPT.BIN,130,8
16,PERCEPT.BIN,156,22
16,PERCEPT.BIN,196,22
16,PERCEPT.BIN,196,30
16,PERCEPT.BIN,244,12
16,PERCEPT.BIN,246,2
16,PERCEPT.BIN,270,8
16,PERCEPT.BIN,300,26
16,PERCEPT.BIN,376,6
16,PERCEPT.BIN,394,2
16,PERCEPT.BIN,528,8
16,PERCEPT.BIN,540,12
16,PROJECTILES.BIN,17,72
16,PROJECTILES.BIN,26,4
16,STATICS.BIN,0,568
16,TOYS.BIN,11,8
16,TOYS.BIN,13,4
16,TOYS.BIN,42,4
16,TOYS.BIN,77,4
16,VEHICLES.BIN,24,156
16,WEAPONS.BIN,7,44
16,WEAPONS.BIN,14,0
18,ACTION.BIN,134,20
18,ACTION.BIN,241,12
18,BUDDIES.BIN,0,64
18,BUDDIES.BIN,1,64
18,BUDDIES.BIN,5,64
18,BUDDIES.BIN,9,60
18,BUDDIES.BIN,9,64
18,BUDDIES.BIN,10,60
18,BUDDIES.BIN,14,64
18,BUDDIES.BIN,15,64
18,BUDDIES.BIN,18,64
18,BUDDIES.BIN,21,60
18,BUDDIES.BIN,22,64
18,BUDDIES.BIN,27,0
18,BUDDIES.BIN,32,60
18,BUDDIES.BIN,34,60
18,BUDDIES.BIN,35,44
18,BUDDIES.BIN,35,52
18,BUDDIES.BIN,35,64
18,BUDDIES.BIN,36,64
18,BUDDIES.BIN,39,64
18,BUDDIES.BIN,42,64
18,BUDDIES.BIN,52,64
18,BUDDIES.BIN,53,64
18,BUDDIES.BIN,58,64
18,BUDDIES.BIN,60,60
18,PERCEPT.BIN,36,28
18,PERCEPT.BIN,70,26
18,PERCEPT.BIN,101,8
18,PERCEPT.BIN,101,16
18,PERCEPT.BIN,188,4
18,PERCEPT.BIN,328,12
18,PERCEPT.BIN,352,8
18,PERCEPT.BIN,544,28
18,PERCEPT.BIN,564,28
18,PROJECTILES.BIN,6,84
18,PROJECTILES.BIN,9,76
18,PROJECTILES.BIN,21,28
18,PROJECTILES.BIN,22,24
18,PROJECTILES.BIN,38,84
18,PROJECTILES.BIN,39,64
18,PROJECTILES.BIN,41,52
18,PROJECTILES.BIN,43,44
18,PROJECTILES.BIN,44,40
18,PROJECTILES.BIN,45,36
18,PROJECTILES.BIN,54,108
18,PROJECTILES.BIN,55,104
18,PROJECTILES.BIN,58,96
18,PROJECTILES.BIN,62,76
18,PROJECTILES.BIN,63,72
18,PROJECTILES.BIN,66,60
18,PROJECTILES.BIN,67,56
18,PROJECTILES.BIN,68,52
18,PROJECTILES.BIN,73,68
18,TOYS.BIN,18,4
18,TOYS.BIN,21,8
18,TOYS.BIN,53,4
18,TOYS.BIN,79,4
18,VEHICLES.BIN,25,156
18,WEAPONS.BIN,18,44
18,WEAPONS.BIN,19,0
19,ACTION.BIN,120,8
19,ACTION.BIN,135,16
19,ACTION.BIN,157,4
19,ACTION.BIN,170,0
19,ACTION.BIN,188,24
19,ACTION.BIN,202,16
19,ACTION.BIN,203,12
19,ACTION.BIN,204,8
19,ACTION.BIN,205,4
19,ACTION.BIN,206,0
19,ACTION.BIN,206,24
19,ACTION.BIN,207,20
19,ACTION.BIN,208,16
19,ACTION.BIN,210,8
19,ACTION.BIN,211,4
19,ACTION.BIN,212,0
19,ACTION.BIN,213,20
19,ACTION.BIN,214,16
19,ACTION.BIN,215,12
19,ACTION.BIN,216,8
19,ACTION.BIN,217,4
19,ACTION.BIN,218,0
19,ACTION.BIN,218,24
19,ACTION.BIN,219,20
19,ACTION.BIN,220,16
19,ACTION.BIN,226,16
19,ACTION.BIN,230,24
19,ACTION.BIN,234,8
19,ACTION.BIN,280,24
19,ACTION.BIN,346,24
19,ACTION.BIN,465,20
19,ACTION.BIN,466,16
19,ACTION.BIN,467,12
19,ACTION.BIN,468,8
19,ACTION.BIN,478,16
19,ACTION.BIN,479,12
19,ACTION.BIN,511,4
19,ACTION.BIN,643,4
19,ACTION.BIN,657,20
19,ACTION.BIN,658,16
19,ACTION.BIN,659,12
19,BUDDIES.BIN,22,0
19,BUDDIES.BIN,58,0
19,PERCEPT.BIN,91,26
19,PERCEPT.BIN,382,22
19,PROJECTILES.BIN,47,28
19,STATICS.BIN,0,696
19,TOYS.BIN,16,8
19,TOYS.BIN,19,4
19,TOYS.BIN,60,4
19,TOYS.BIN,80,4
19,VEHICLES.BIN,8,156
19,WEAPONS.BIN,19,44
19,WEAPONS.BIN,56,0
22,ACTION.BIN,138,4
22,ACTION.BIN,204,24
22,ATTITUDE.BIN,146,2
22,BUDDIES.BIN,3,64
22,BUDDIES.BIN,4,64
22,BUDDIES.BIN,6,64
22,BUDDIES.BIN,11,64
22,BUDDIES.BIN,12,64
22,BUDDIES.BIN,13,0
22,BUDDIES.BIN,16,60
22,BUDDIES.BIN,18,60
22,BUDDIES.BIN,20,60
22,BUDDIES.BIN,22,60
22,BUDDIES.BIN,24,60
22,BUDDIES.BIN,24,64
22,BUDDIES.BIN,25,60
22,BUDDIES.BIN,27,60
22,BUDDIES.BIN,28,60
22,BUDDIES.BIN,28,64
22,BUDDIES.BIN,30,64
22,BUDDIES.BIN,40,64
22,BUDDIES.BIN,41,64
22,BUDDIES.BIN,44,0
22,BUDDIES.BIN,44,60
22,BUDDIES.BIN,51,60
22,BUDDIES.BIN,56,60
22,BUDDIES.BIN,58,60
22,BUDDIES.BIN,59,0
22,BUDDIES.BIN,59,60
22,PERCEPT.BIN,398,14
22,PERCEPT.BIN,542,18
22,PERCEPT.BIN,552,28
22,PERCEPT.BIN,606,22
22,PERCEPT.BIN,614,10
22,PERCEPT.BIN,614,22
22,PERCEPT.BIN,624,4
22,PERCEPT.BIN,660,4
22,PERCEPT.BIN,664,4
22,PERCEPT.BIN,716,28
22,PERCEPT.BIN,728,16
22,PERCEPT.BIN,728,28
22,PROJECTILES.BIN,23,36
22,PROJECTILES.BIN,27,20
22,PROJECTILES.BIN,33,104
22,PROJECTILES.BIN,56,100
22,PROJECTILES.BIN,61,4
22,PROJECTILES.BIN,68,72
22,TOYS.BIN,22,4
22,TOYS.BIN,25,8
22,TOYS.BIN,52,4
22,TOYS.BIN,83,4
22,VEHICLES.BIN,8,144
22,VEHICLES.BIN,15,156
22,VEHICLES.BIN,39,4
22,VEHICLES.BIN,40,4
22,WEAPONS.BIN,8,40
22,WEAPONS.BIN,9,20
22,WEAPONS.BIN,22,44
22,WEAPONS.BIN,35,20
22,WEAPONS.BIN,45,40
22,WEAPONS.BIN,60,40
22,WEAPONS.BIN,86,44
22,WEAPONS.BIN,87,40
26,ACTION.BIN,141,16
26,ACTION.BIN,286,8
26,BUDDIES.BIN,14,48
26,BUDDIES.BIN,14,56
26,BUDDIES.BIN,14,72
26,BUDDIES.BIN,15,48
26,BUDDIES.BIN,15,56
26,BUDDIES.BIN,15,72
26,BUDDIES.BIN,17,48
26,BUDDIES.BIN,17,56
26,BUDDIES.BIN,17,72
26,BUDDIES.BIN,20,48
26,BUDDIES.BIN,20,56
26,BUDDIES.BIN,20,72
26,BUDDIES.BIN,23,48
26,BUDDIES.BIN,23,56
26,BUDDIES.BIN,23,72
26,BUDDIES.BIN,29,0
26,BUDDIES.BIN,47,0
26,PERCEPT.BIN,118,30
26,PERCEPT.BIN,454,2
26,PERCEPT.BIN,454,14
26,PERCEPT.BIN,458,14
26,PERCEPT.BIN,486,18
26,PERCEPT.BIN,490,30
26,PERCEPT.BIN,544,0
26,PERCEPT.BIN,552,16
26,PERCEPT.BIN,562,10
26,PERCEPT.BIN,606,10
26,PERCEPT.BIN,652,28
26,PERCEPT.BIN,662,10
26,PERCEPT.BIN,684,4
26,PERCEPT.BIN,720,4
26,PROJECTILES.BIN,50,16
26,TOYS.BIN,3,8
26,TOYS.BIN,26,4
26,VEHICLES.BIN,9,4
26,VEHICLES.BIN,19,156
26,VEHICLES.BIN,75,4
26,WEAPONS.BIN,6,16
26,WEAPONS.BIN,12,16
26,WEAPONS.BIN,27,44
26,WEAPONS.BIN,64,16
26,WEAPONS.BIN,65,16
26,WEAPONS.BIN,81,16
28,ACTION.BIN,143,8
28,ACTION.BIN,348,16
28,BUDDIES.BIN,23,0
28,PERCEPT.BIN,88,24
28,PERCEPT.BIN,112,12
28,PERCEPT.BIN,132,12
28,PERCEPT.BIN,304,28
28,PERCEPT.BIN,322,10
28,PERCEPT.BIN,330,6
28,PERCEPT.BIN,414,26
28,PERCEPT.BIN,436,4
28,PERCEPT.BIN,462,14
28,PERCEPT.BIN,462,22
28,PERCEPT.BIN,462,30
28,PERCEPT.BIN,544,24
28,PERCEPT.BIN,566,22
28,PERCEPT.BIN,570,22
28,PERCEPT.BIN,576,4
28,PERCEPT.BIN,576,16
28,PERCEPT.BIN,602,10
28,PROJECTILES.BIN,47,60
28,TOYS.BIN,6,8
28,TOYS.BIN,85,4
28,VEHICLES.BIN,5,4
28,VEHICLES.BIN,12,4
28,VEHICLES.BIN,19,4
28,VEHICLES.BIN,28,156
28,WEAPONS.BIN,5,12
28,WEAPONS.BIN,10,16
28,WEAPONS.BIN,12,44
28,WEAPONS.BIN,13,16
28,WEAPONS.BIN,27,16
28,WEAPONS.BIN,41,16
28,WEAPONS.BIN,42,0
28,WEAPONS.BIN,54,12
29,ACTION.BIN,144,4
29,ACTION.BIN,288,20
29,BUDDIES.BIN,2,72
29,BUDDIES.BIN,21,0
29,BUDDIES.BIN,37,72
29,BUDDIES.BIN,43,72
29,PERCEPT.BIN,282,10
29,PERCEPT.BIN,416,16
29,PERCEPT.BIN,484,8
29,PROJECTILES.BIN,5,108
29,TOYS.BIN,7,8
29,TOYS.BIN,86,4
29,WEAPONS.BIN,43,44
29,WEAPONS.BIN,52,0
29,WEAPONS.BIN,52,16
30,ACTION.BIN,145,0
30,ATTITUDE.BIN,4,32
30,ATTITUDE.BIN,4,40
30,ATTITUDE.BIN,10,2
30,ATTITUDE.BIN,18,22
30,ATTITUDE.BIN,18,30
30,ATTITUDE.BIN,48,44
30,ATTITUDE.BIN,80,4
30,ATTITUDE.BIN,88,12
30,ATTITUDE.BIN,96,4
30,ATTITUDE.BIN,96,12
30,ATTITUDE.BIN,148,4
30,BUDDIES.BIN,0,120
30,BUDDIES.BIN,1,120
30,BUDDIES.BIN,2,120
30,BUDDIES.BIN,3,120
30,BUDDIES.BIN,4,120
30,BUDDIES.BIN,5,120
30,BUDDIES.BIN,6,120
30,BUDDIES.BIN,7,120
30,BUDDIES.BIN,8,120
30,BUDDIES.BIN,9,120
30,BUDDIES.BIN,10,120
30,BUDDIES.BIN,11,120
30,BUDDIES.BIN,12,120
30,BUDDIES.BIN,13,120
30,BUDDIES.BIN,14,120
30,BUDDIES.BIN,15,120
30,BUDDIES.BIN,16,120
30,BUDDIES.BIN,17,0
30,BUDDIES.BIN,17,120
30,BUDDIES.BIN,18,120
30,BUDDIES.BIN,19,120
30,BUDDIES.BIN,20,32
30,BUDDIES.BIN,20,120
30,BUDDIES.BIN,21,120
30,BUDDIES.BIN,23,120
30,BUDDIES.BIN,24,120
30,BUDDIES.BIN,25,120
30,BUDDIES.BIN,26,120
30,BUDDIES.BIN,27,120
30,BUDDIES.BIN,28,4
30,BUDDIES.BIN,28,120
30,BUDDIES.BIN,29,120
30,BUDDIES.BIN,30,120
30,BUDDIES.BIN,31,120
30,BUDDIES.BIN,32,120
30,BUDDIES.BIN,33,120
30,BUDDIES.BIN,34,120
30,BUDDIES.BIN,35,120
30,BUDDIES.BIN,36,120
30,BUDDIES.BIN,37,120
30,BUDDIES.BIN,38,120
30,BUDDIES.BIN,39,120
30,BUDDIES.BIN,40,120
30,BUDDIES.BIN,41,120
30,BUDDIES.BIN,42,120
30,BUDDIES.BIN,43,120
30,BUDDIES.BIN,44,120
30,BUDDIES.BIN,45,120
30,BUDDIES.BIN,46,120
30,BUDDIES.BIN,47,44
30,BUDDIES.BIN,47,52
30,BUDDIES.BIN,47,68
30,BUDDIES.BIN,47,116
30,BUDDIES.BIN,51,120
30,BUDDIES.BIN,52,120
30,BUDDIES.BIN,53,120
30,BUDDIES.BIN,54,120
30,BUDDIES.BIN,56,120
30,BUDDIES.BIN,60,4
30,BUDDIES.BIN,60,120
30,BUDDIES.BIN,61,120
30,PERCEPT.BIN,142,30
30,PERCEPT.BIN,178,2
30,PERCEPT.BIN,326,18
30,PERCEPT.BIN,328,8
30,PERCEPT.BIN,442,26
30,PERCEPT.BIN,444,8
30,PERCEPT.BIN,596,16
30,PERCEPT.BIN,604,16
30,PERCEPT.BIN,604,28
30,PERCEPT.BIN,628,28
30,PERCEPT.BIN,688,16
30,POWERUP.BIN,8,0
30,POWERUP.BIN,9,0
30,PROJECTILES.BIN,1,84
30,PROJECTILES.BIN,3,20
30,PROJECTILES.BIN,4,72
30,PROJECTILES.BIN,8,0
30,PROJECTILES.BIN,10,56
30,PROJECTILES.BIN,16,24
30,PROJECTILES.BIN,17,20
30,PROJECTILES.BIN,28,84
30,PROJECTILES.BIN,34,4
30,PROJECTILES.BIN,42,28
30,PROJECTILES.BIN,43,24
30,PROJECTILES.BIN,44,20
30,PROJECTILES.BIN,45,16
30,PROJECTILES.BIN,46,12
30,STATICS.BIN,0,320
30,STATICS.BIN,0,832
30,STATICS.BIN,0,1024
30,STATICS.BIN,0,1472
30,STATICS.BIN,0,1792
30,STATICS.BIN,0,2048
30,STATICS.BIN,0,2732
30,STATICS.BIN,0,3116
30,STATICS.BIN,0,3500
30,STATICS.BIN,0,3820
30,STATICS.BIN,0,4204
30,STATICS.BIN,0,4652
30,STATICS.BIN,0,5036
30,STATICS.BIN,0,5420
30,STATICS.BIN,0,5804
30,STATICS.BIN,0,6124
30,STATICS.BIN,0,6508
30,STATICS.BIN,0,6892
30,STATICS.BIN,1,3048
30,STATICS.BIN,1,3112
30,STATICS.BIN,1,4308
30,STATICS.BIN,1,4372
30,TOYS.BIN,22,8
30,TOYS.BIN,87,4
30,VEHICLES.BIN,3,4
30,VEHICLES.BIN,3,160
30,VEHICLES.BIN,6,160
30,VEHICLES.BIN,11,160
30,VEHICLES.BIN,17,160
30,VEHICLES.BIN,18,160
30,VEHICLES.BIN,20,160
30,VEHICLES.BIN,21,76
30,VEHICLES.BIN,30,160
30,VEHICLES.BIN,31,160
30,VEHICLES.BIN,32,160
30,VEHICLES.BIN,33,160
30,VEHICLES.BIN,34,160
30,VEHICLES.BIN,35,160
30,VEHICLES.BIN,36,160
30,VEHICLES.BIN,37,160
30,VEHICLES.BIN,38,160
30,VEHICLES.BIN,39,160
30,VEHICLES.BIN,40,160
30,VEHICLES.BIN,41,160
30,VEHICLES.BIN,42,160
30,VEHICLES.BIN,43,160
30,VEHICLES.BIN,44,160
30,VEHICLES.BIN,45,160
30,VEHICLES.BIN,47,160
30,VEHICLES.BIN,48,160
30,VEHICLES.BIN,49,160
30,VEHICLES.BIN,50,160
30,VEHICLES.BIN,51,160
30,VEHICLES.BIN,52,160
30,VEHICLES.BIN,53,160
30,VEHICLES.BIN,54,160
30,VEHICLES.BIN,62,160
30,VEHICLES.BIN,79,160
30,WEAPONS.BIN,23,92
30,WEAPONS.BIN,28,72
30,WEAPONS.BIN,32,44
30,WEAPONS.BIN,42,4
30,WEAPONS.BIN,50,28
30,WEAPONS.BIN,56,92
30,WEAPONS.BIN,79,0
32,ACTION.BIN,146,20
32,ACTION.BIN,496,26
32,ATTITUDE.BIN,148,28
32,BUDDIES.BIN,5,48
32,BUDDIES.BIN,5,56
32,BUDDIES.BIN,5,72
32,BUDDIES.BIN,18,56
32,BUDDIES.BIN,18,72
32,BUDDIES.BIN,25,0
32,BUDDIES.BIN,33,72
32,BUDDIES.BIN,39,48
32,BUDDIES.BIN,39,56
32,BUDDIES.BIN,39,72
32,PERCEPT.BIN,0,16
32,PERCEPT.BIN,264,4
32,PERCEPT.BIN,326,2
32,PERCEPT.BIN,360,12
32,PERCEPT.BIN,546,6
32,PERCEPT.BIN,556,16
32,PERCEPT.BIN,560,16
32,PERCEPT.BIN,654,22
32,PERCEPT.BIN,692,4
32,PROJECTILES.BIN,33,64
32,STATICS.BIN,1,720
32,TOYS.BIN,23,8
32,TOYS.BIN,89,4
32,VEHICLES.BIN,10,4
32,WEAPONS.BIN,44,44
32,WEAPONS.BIN,60,0
32,WEAPONS.BIN,82,92
32,WEAPONS.BIN,87,92
33,ACTION.BIN,147,16
33,ATTITUDE.BIN,148,40
33,BUDDIES.BIN,18,48
33,BUDDIES.BIN,32,0
33,BUDDIES.BIN,37,126
33,BUDDIES.BIN,60,0
33,PERCEPT.BIN,64,0
33,PERCEPT.BIN,74,14
33,PERCEPT.BIN,266,14
33,PERCEPT.BIN,410,30
33,PERCEPT.BIN,492,24
33,PERCEPT.BIN,546,18
33,PERCEPT.BIN,566,10
33,PROJECTILES.BIN,14,16
33,STATICS.BIN,0,1896
33,TOYS.BIN,10,8
33,TOYS.BIN,32,4
33,TOYS.BIN,90,4
33,VEHICLES.BIN,77,4
33,VEHICLES.BIN,78,4
33,WEAPONS.BIN,35,44
33,WEAPONS.BIN,45,20
33,WEAPONS.BIN,65,0
34,ACTION.BIN,39,0
34,ACTION.BIN,148,12
34,ACTION.BIN,287,0
34,PERCEPT.BIN,60,20
34,PERCEPT.BIN,114,26
34,PERCEPT.BIN,546,30
34,PERCEPT.BIN,708,16
34,PERCEPT.BIN,748,4
34,PROJECTILES.BIN,73,104
34,STATICS.BIN,0,1080
34,TOYS.BIN,19,8
34,TOYS.BIN,92,4
34,WEAPONS.BIN,3,0
34,WEAPONS.BIN,24,44
35,ACTION.BIN,149,8
35,ACTION.BIN,167,0
35,ACTION.BIN,167,24
35,ATTITUDE.BIN,0,20
35,ATTITUDE.BIN,6,18
35,ATTITUDE.BIN,10,30
35,ATTITUDE.BIN,24,36
35,ATTITUDE.BIN,28,0
35,ATTITUDE.BIN,28,16
35,ATTITUDE.BIN,28,32
35,ATTITUDE.BIN,30,26
35,ATTITUDE.BIN,32,4
35,ATTITUDE.BIN,34,38
35,ATTITUDE.BIN,42,6
35,ATTITUDE.BIN,42,14
35,ATTITUDE.BIN,42,30
35,ATTITUDE.BIN,42,38
35,ATTITUDE.BIN,58,30
35,ATTITUDE.BIN,70,18
35,ATTITUDE.BIN,70,26
35,ATTITUDE.BIN,88,36
35,ATTITUDE.BIN,88,44
35,ATTITUDE.BIN,90,38
35,ATTITUDE.BIN,92,40
35,ATTITUDE.BIN,98,6
35,ATTITUDE.BIN,98,14
35,ATTITUDE.BIN,138,22
35,ATTITUDE.BIN,138,30
35,ATTITUDE.BIN,138,38
35,ATTITUDE.BIN,140,24
35,ATTITUDE.BIN,140,36
35,ATTITUDE.BIN,142,2
35,ATTITUDE.BIN,142,14
35,ATTITUDE.BIN,142,26
35,ATTITUDE.BIN,142,38
35,ATTITUDE.BIN,144,4
35,ATTITUDE.BIN,144,16
35,ATTITUDE.BIN,144,28
35,ATTITUDE.BIN,144,40
35,ATTITUDE.BIN,146,6
35,ATTITUDE.BIN,146,18
35,ATTITUDE.BIN,146,30
35,ATTITUDE.BIN,146,42
35,ATTITUDE.BIN,148,8
35,ATTITUDE.BIN,148,20
35,ATTITUDE.BIN,148,32
35,ATTITUDE.BIN,148,44
35,ATTITUDE.BIN,150,10
35,ATTITUDE.BIN,150,22
35,ATTITUDE.BIN,150,34
35,ATTITUDE.BIN,152,0
35,ATTITUDE.BIN,152,12
35,ATTITUDE.BIN,152,24
35,ATTITUDE.BIN,152,36
35,ATTITUDE.BIN,154,2
35,ATTITUDE.BIN,154,14
35,ATTITUDE.BIN,154,26
35,ATTITUDE.BIN,154,38
35,ATTITUDE.BIN,156,4
35,ATTITUDE.BIN,156,16
35,ATTITUDE.BIN,156,28
35,ATTITUDE.BIN,156,40
35,ATTITUDE.BIN,158,6
35,ATTITUDE.BIN,158,18
35,ATTITUDE.BIN,158,30
35,ATTITUDE.BIN,158,42
35,ATTITUDE.BIN,160,8
35,ATTITUDE.BIN,160,20
35,ATTITUDE.BIN,160,32
35,ATTITUDE.BIN,160,44
35,ATTITUDE.BIN,162,10
35,ATTITUDE.BIN,162,22
35,ATTITUDE.BIN,162,34
35,ATTITUDE.BIN,164,0
35,ATTITUDE.BIN,164,12
35,ATTITUDE.BIN,164,24
35,ATTITUDE.BIN,164,36
35,ATTITUDE.BIN,166,2
35,ATTITUDE.BIN,166,14
35,ATTITUDE.BIN,166,26
35,ATTITUDE.BIN,166,38
35,ATTITUDE.BIN,168,4
35,ATTITUDE.BIN,168,16
35,ATTITUDE.BIN,168,28
35,ATTITUDE.BIN,168,40
35,ATTITUDE.BIN,170,6
35,ATTITUDE.BIN,170,18
35,ATTITUDE.BIN,170,30
35,ATTITUDE.BIN,170,42
35,ATTITUDE.BIN,172,8
35,ATTITUDE.BIN,172,20
35,ATTITUDE.BIN,172,32
35,ATTITUDE.BIN,172,44
35,ATTITUDE.BIN,174,10
35,ATTITUDE.BIN,174,22
35,ATTITUDE.BIN,174,34
35,ATTITUDE.BIN,176,0
35,ATTITUDE.BIN,176,12
35,ATTITUDE.BIN,176,24
35,ATTITUDE.BIN,176,36
35,ATTITUDE.BIN,178,2
35,ATTITUDE.BIN,178,14
35,ATTITUDE.BIN,178,26
35,ATTITUDE.BIN,178,38
35,ATTITUDE.BIN,180,4
35,ATTITUDE.BIN,180,16
35,ATTITUDE.BIN,180,28
35,ATTITUDE.BIN,180,40
35,ATTITUDE.BIN,182,6
35,ATTITUDE.BIN,182,18
35,ATTITUDE.BIN,182,30
35,ATTITUDE.BIN,182,42
35,BUDDIES.BIN,11,56
35,BUDDIES.BIN,11,72
35,BUDDIES.BIN,12,48
35,BUDDIES.BIN,12,56
35,BUDDIES.BIN,12,72
35,BUDDIES.BIN,27,48
35,BUDDIES.BIN,27,56
35,BUDDIES.BIN,27,72
35,BUDDIES.BIN,36,72
35,BUDDIES.BIN,42,72
35,BUDDIES.BIN,52,72
35,BUDDIES.BIN,53,72
35,PERCEPT.BIN,0,28
35,PERCEPT.BIN,24,12
35,PERCEPT.BIN,110,4
35,PERCEPT.BIN,148,6
35,PERCEPT.BIN,154,24
35,PERCEPT.BIN,328,16
35,PERCEPT.BIN,460,0
35,PERCEPT.BIN,702,22
35,PROJECTILES.BIN,26,36
35,PROJECTILES.BIN,51,44
35,STATICS.BIN,0,1144
35,STATICS.BIN,0,1280
35,STATICS.BIN,0,2368
35,TOYS.BIN,12,8
35,TOYS.BIN,93,4
35,VEHICLES.BIN,9,160
35,VEHICLES.BIN,75,160
35,WEAPONS.BIN,2,16
35,WEAPONS.BIN,3,16
35,WEAPONS.BIN,10,92
35,WEAPONS.BIN,12,92
35,WEAPONS.BIN,25,16
35,WEAPONS.BIN,38,16
35,WEAPONS.BIN,38,92
35,WEAPONS.BIN,44,16
35,WEAPONS.BIN,46,16
35,WEAPONS.BIN,48,16
35,WEAPONS.BIN,48,28
35,WEAPONS.BIN,49,16
35,WEAPONS.BIN,50,92
35,WEAPONS.BIN,51,16
35,WEAPONS.BIN,53,92
35,WEAPONS.BIN,58,16
35,WEAPONS.BIN,59,16
35,WEAPONS.BIN,62,16
35,WEAPONS.BIN,63,16
35,WEAPONS.BIN,67,16
35,WEAPONS.BIN,68,16
35,WEAPONS.BIN,73,0
35,WEAPONS.BIN,73,16
35,WEAPONS.BIN,75,16
35,WEAPONS.BIN,76,16
35,WEAPONS.BIN,86,92
37,ACTION.BIN,35,16
37,ACTION.BIN,151,0
37,ACTION.BIN,160,4
37,ACTION.BIN,186,20
37,BUDDIES.BIN,0,72
37,BUDDIES.BIN,5,84
37,BUDDIES.BIN,10,48
37,BUDDIES.BIN,10,56
37,BUDDIES.BIN,10,72
37,BUDDIES.BIN,33,124
37,BUDDIES.BIN,39,84
37,BUDDIES.BIN,41,72
37,PERCEPT.BIN,4,28
37,PERCEPT.BIN,6,22
37,PERCEPT.BIN,82,22
37,PERCEPT.BIN,136,28
37,PERCEPT.BIN,222,18
37,PERCEPT.BIN,292,0
37,PERCEPT.BIN,314,2
37,PERCEPT.BIN,434,22
37,PERCEPT.BIN,548,0
37,TOYS.BIN,40,8
37,TOYS.BIN,82,4
37,TOYS.BIN,95,4
37,TOYS.BIN,107,4
37,TOYS.BIN,114,8
37,WEAPONS.BIN,40,44
37,WEAPONS.BIN,68,0
38,ACTION.BIN,151,24
38,ACTION.BIN,162,20
38,ATTITUDE.BIN,32,20
38,ATTITUDE.BIN,150,6
38,BUDDIES.BIN,31,124
38,PERCEPT.BIN,140,0
38,PERCEPT.BIN,146,10
38,PERCEPT.BIN,204,24
38,PERCEPT.BIN,290,18
38,PERCEPT.BIN,400,12
38,PERCEPT.BIN,444,0
38,PERCEPT.BIN,470,2
38,PERCEPT.BIN,470,10
38,PERCEPT.BIN,494,22
38,PERCEPT.BIN,548,12
38,PERCEPT.BIN,636,28
38,PROJECTILES.BIN,14,32
38,PROJECTILES.BIN,62,40
38,STATICS.BIN,0,1272
38,TOYS.BIN,41,8
38,TOYS.BIN,44,4
38,TOYS.BIN,96,4
38,TOYS.BIN,108,4
38,WEAPONS.BIN,25,44
38,WEAPONS.BIN,55,0
39,ACTION.BIN,152,20
39,ACTION.BIN,219,8
39,ACTION.BIN,221,0
39,ATTITUDE.BIN,150,18
39,BUDDIES.BIN,5,124
39,BUDDIES.BIN,16,48
39,BUDDIES.BIN,16,56
39,BUDDIES.BIN,16,72
39,BUDDIES.BIN,36,48
39,BUDDIES.BIN,44,48
39,BUDDIES.BIN,44,56
39,BUDDIES.BIN,44,72
39,BUDDIES.BIN,51,48
39,BUDDIES.BIN,51,56
39,BUDDIES.BIN,51,72
39,BUDDIES.BIN,56,48
39,BUDDIES.BIN,56,56
39,BUDDIES.BIN,56,72
39,PERCEPT.BIN,23,10
39,PERCEPT.BIN,23,18
39,PERCEPT.BIN,24,20
39,PERCEPT.BIN,69,0
39,PERCEPT.BIN,69,8
39,PERCEPT.BIN,110,22
39,PERCEPT.BIN,149,20
39,PERCEPT.BIN,149,28
39,PERCEPT.BIN,245,4
39,PERCEPT.BIN,352,12
39,PERCEPT.BIN,491,18
39,PERCEPT.BIN,548,24
39,TOYS.BIN,45,8
39,TOYS.BIN,97,4
