name,ea,size,callers_n,callees_n,ctrl_hit,phys_hit,binary
FUN_0000ab80,43904,36,0,0,0,0,GAME.BIN
FUN_0000aba4,43940,36,0,0,0,0,GAME.BIN
FUN_0000ac34,44084,64,0,0,0,0,GAME.BIN
FUN_0000ac74,44148,104,0,0,0,0,GAME.BIN
FUN_0000acdc,44252,92,0,0,0,0,GAME.BIN
FUN_0000ad70,44400,228,0,0,0,0,GAME.BIN
FUN_0000ae54,44628,584,0,0,0,0,GAME.BIN
FUN_0000b09c,45212,224,0,0,0,1,GAME.BIN
FUN_0000c020,49184,236,0,0,0,0,GAME.BIN
FUN_0000c10c,49420,352,0,0,0,0,GAME.BIN
FUN_0000c26c,49772,124,0,0,0,0,GAME.BIN
FUN_0000c2e8,49896,388,0,0,0,0,GAME.BIN
FUN_0000c4ac,50348,136,0,0,0,0,GAME.BIN
FUN_0000c534,50484,164,0,0,0,0,GAME.BIN
FUN_0000c5d8,50648,96,0,0,0,0,GAME.BIN
FUN_0000c638,50744,96,0,0,0,0,GAME.BIN
FUN_0000c698,50840,112,0,0,0,0,GAME.BIN
FUN_0000c710,50960,156,0,0,0,0,GAME.BIN
FUN_0000c7ac,51116,272,0,0,0,0,GAME.BIN
FUN_0000c8bc,51388,84,0,0,0,0,GAME.BIN
FUN_0000c910,51472,236,0,0,0,0,GAME.BIN
FUN_0000c9fc,51708,204,0,0,0,0,GAME.BIN
FUN_0000cac8,51912,128,0,0,0,0,GAME.BIN
FUN_0000cb48,52040,228,0,0,0,0,GAME.BIN
FUN_0000cc9c,52380,68,0,0,0,0,GAME.BIN
FUN_0000cce0,52448,944,0,0,0,0,GAME.BIN
FUN_0000d090,53392,356,0,0,0,0,GAME.BIN
FUN_0000d1f4,53748,216,0,0,0,1,GAME.BIN
FUN_0000d318,54040,128,0,0,0,0,GAME.BIN
FUN_0000d398,54168,384,0,0,0,0,GAME.BIN
FUN_0000d518,54552,44,0,0,0,0,GAME.BIN
FUN_0000d5a0,54688,44,0,0,0,0,GAME.BIN
FUN_0000d5cc,54732,128,0,0,0,0,GAME.BIN
FUN_0000d6f8,55032,124,0,0,0,0,GAME.BIN
FUN_0000d774,55156,44,0,0,0,0,GAME.BIN
FUN_0000d7a0,55200,76,0,0,0,0,GAME.BIN
FUN_0000d9a0,55712,156,0,0,0,1,GAME.BIN
FUN_0000db64,56164,80,0,0,0,0,GAME.BIN
FUN_0000dbb4,56244,176,0,0,0,0,GAME.BIN
FUN_0000dc64,56420,80,0,0,0,0,GAME.BIN
FUN_0000dcd4,56532,256,0,0,0,0,GAME.BIN
FUN_0000ddd4,56788,272,0,0,0,0,GAME.BIN
FUN_0000dee4,57060,76,0,0,0,0,GAME.BIN
FUN_0000df30,57136,2524,0,0,0,0,GAME.BIN
FUN_0000e90c,59660,192,0,0,0,0,GAME.BIN
FUN_0000e9cc,59852,124,0,0,0,1,GAME.BIN
FUN_0000ebe8,60392,1628,0,0,0,0,GAME.BIN
FUN_0000f3e4,62436,128,0,0,0,0,GAME.BIN
FUN_0000f464,62564,1152,0,0,0,0,GAME.BIN
FUN_0000f8e4,63716,1156,0,0,0,1,GAME.BIN
FUN_0000fdd8,64984,612,0,0,0,0,GAME.BIN
FUN_0001003c,65596,764,0,0,0,0,GAME.BIN
FUN_000103a8,66472,288,0,0,0,0,GAME.BIN
FUN_000104c8,66760,444,0,0,0,0,GAME.BIN
FUN_00010684,67204,72,0,0,0,0,GAME.BIN
FUN_000106cc,67276,268,0,0,0,0,GAME.BIN
FUN_000107d8,67544,80,0,0,0,0,GAME.BIN
FUN_00010828,67624,148,0,0,0,0,GAME.BIN
FUN_000108bc,67772,864,0,0,0,0,GAME.BIN
FUN_00010c1c,68636,688,0,0,0,0,GAME.BIN
FUN_00010ef4,69364,464,0,0,0,0,GAME.BIN
FUN_000110c4,69828,260,0,0,0,0,GAME.BIN
FUN_000111c8,70088,92,0,0,0,1,GAME.BIN
FUN_0001132c,70444,244,0,0,0,0,GAME.BIN
FUN_00011420,70688,156,0,0,0,0,GAME.BIN
FUN_000114bc,70844,80,0,0,0,0,GAME.BIN
FUN_0001150c,70924,408,0,0,0,0,GAME.BIN
FUN_000116a4,71332,80,0,0,0,0,GAME.BIN
FUN_00011714,71444,452,0,0,0,0,GAME.BIN
FUN_000119cc,72140,1356,0,0,0,0,GAME.BIN
FUN_00011f18,73496,268,0,0,0,0,GAME.BIN
FUN_00012024,73764,112,0,0,0,0,GAME.BIN
FUN_00012130,74032,104,0,0,0,0,GAME.BIN
FUN_00012198,74136,140,0,0,0,0,GAME.BIN
FUN_00012224,74276,104,0,0,0,0,GAME.BIN
FUN_0001228c,74380,96,0,0,0,0,GAME.BIN
FUN_000122ec,74476,1304,0,0,0,0,GAME.BIN
FUN_00012804,75780,1180,0,0,0,0,GAME.BIN
FUN_00012cc0,76992,248,0,0,0,0,GAME.BIN
FUN_00012db8,77240,368,0,0,0,0,GAME.BIN
FUN_00012f28,77608,104,0,0,0,0,GAME.BIN
FUN_00012f90,77712,140,0,0,0,0,GAME.BIN
FUN_0001301c,77852,692,0,0,0,0,GAME.BIN
FUN_000132d0,78544,276,0,0,0,0,GAME.BIN
FUN_000133e4,78820,300,0,0,0,0,GAME.BIN
FUN_00013510,79120,464,0,0,0,0,GAME.BIN
FUN_000136e0,79584,72,0,0,0,0,GAME.BIN
FUN_00013728,79656,268,0,0,0,0,GAME.BIN
FUN_00013834,79924,80,0,0,0,0,GAME.BIN
FUN_00013884,80004,64,0,0,0,0,GAME.BIN
FUN_000138c4,80068,448,0,0,0,0,GAME.BIN
FUN_00013a84,80516,344,0,0,0,0,GAME.BIN
FUN_00013c80,81024,96,0,0,0,0,GAME.BIN
FUN_00013d4c,81228,80,0,0,0,0,GAME.BIN
FUN_00013d9c,81308,60,0,0,0,0,GAME.BIN
FUN_00013dec,81388,284,0,0,0,0,GAME.BIN
FUN_00013f08,81672,80,0,0,0,0,GAME.BIN
FUN_00013f58,81752,136,0,0,0,0,GAME.BIN
FUN_00013fe0,81888,244,0,0,0,0,GAME.BIN
FUN_000140d4,82132,496,0,0,0,0,GAME.BIN
FUN_00014438,83000,360,0,0,0,0,GAME.BIN
FUN_000145a4,83364,80,0,0,0,0,GAME.BIN
FUN_000145f4,83444,204,0,0,0,0,GAME.BIN
FUN_000146c0,83648,720,0,0,0,0,GAME.BIN
FUN_00014ad4,84692,404,0,0,0,0,GAME.BIN
FUN_00014c68,85096,672,0,0,0,0,GAME.BIN
FUN_00014f08,85768,156,0,0,0,0,GAME.BIN
FUN_00014fa4,85924,192,0,0,0,0,GAME.BIN
FUN_00015064,86116,472,0,0,0,0,GAME.BIN
FUN_0001523c,86588,80,0,0,0,0,GAME.BIN
FUN_0001528c,86668,352,0,0,0,0,GAME.BIN
FUN_000153ec,87020,80,0,0,0,0,GAME.BIN
FUN_0001543c,87100,124,0,0,0,0,GAME.BIN
FUN_000154b8,87224,80,0,0,0,0,GAME.BIN
FUN_00015508,87304,60,0,0,0,0,GAME.BIN
FUN_00015544,87364,80,0,0,0,0,GAME.BIN
FUN_00015618,87576,80,0,0,0,0,GAME.BIN
FUN_00015668,87656,132,0,0,0,0,GAME.BIN
FUN_000156ec,87788,80,0,0,0,0,GAME.BIN
FUN_0001573c,87868,436,0,0,0,0,GAME.BIN
FUN_000158f0,88304,80,0,0,0,0,GAME.BIN
FUN_00015940,88384,80,0,0,0,0,GAME.BIN
FUN_00015990,88464,80,0,0,0,0,GAME.BIN
FUN_000159e0,88544,372,0,0,0,0,GAME.BIN
FUN_00015b54,88916,80,0,0,0,0,GAME.BIN
FUN_00015ba4,88996,88,0,0,0,0,GAME.BIN
FUN_00015bfc,89084,80,0,0,0,0,GAME.BIN
FUN_00015c4c,89164,72,0,0,0,0,GAME.BIN
FUN_00015c94,89236,324,0,0,0,0,GAME.BIN
FUN_00015dd8,89560,308,0,0,0,0,GAME.BIN
FUN_00015f0c,89868,1616,0,0,0,0,GAME.BIN
FUN_0001655c,91484,960,0,0,0,0,GAME.BIN
FUN_0001691c,92444,720,0,0,0,0,GAME.BIN
FUN_00016cbc,93372,784,0,0,0,0,GAME.BIN
FUN_00017010,94224,400,0,0,0,0,GAME.BIN
FUN_000171a0,94624,412,0,0,0,0,GAME.BIN
FUN_00017340,95040,56,0,0,0,0,GAME.BIN
FUN_00017378,95096,1560,0,0,0,0,GAME.BIN
FUN_000179d4,96724,564,0,0,0,0,GAME.BIN
FUN_00017c08,97288,168,0,0,0,0,GAME.BIN
FUN_00017cb0,97456,192,0,0,0,0,GAME.BIN
FUN_00017d70,97648,564,0,0,0,0,GAME.BIN
FUN_00017fa4,98212,112,0,0,0,0,GAME.BIN
FUN_00018014,98324,156,0,0,0,0,GAME.BIN
FUN_000180b0,98480,428,0,0,0,1,GAME.BIN
FUN_0001831c,99100,280,0,0,0,0,GAME.BIN
FUN_000184f8,99576,336,0,0,0,0,GAME.BIN
FUN_00018648,99912,52,0,0,0,0,GAME.BIN
FUN_0001867c,99964,632,0,0,0,1,GAME.BIN
FUN_00018aa4,101028,632,0,0,0,0,GAME.BIN
FUN_00018d1c,101660,88,0,0,0,0,GAME.BIN
FUN_00018d74,101748,208,0,0,0,0,GAME.BIN
FUN_00018e44,101956,84,0,0,0,0,GAME.BIN
FUN_00018e98,102040,348,0,0,0,0,GAME.BIN
FUN_00018ff4,102388,728,0,0,0,0,GAME.BIN
FUN_000192cc,103116,124,0,0,0,0,GAME.BIN
FUN_00019348,103240,88,0,0,0,0,GAME.BIN
FUN_000193a0,103328,336,0,0,0,0,GAME.BIN
FUN_000194f0,103664,316,0,0,0,0,GAME.BIN
FUN_000196d0,104144,208,0,0,0,0,GAME.BIN
FUN_000197a0,104352,212,0,0,0,0,GAME.BIN
FUN_0001987c,104572,252,0,0,0,0,GAME.BIN
FUN_00019978,104824,112,0,0,0,0,GAME.BIN
FUN_000199e8,104936,160,0,0,0,0,GAME.BIN
FUN_00019a88,105096,1060,0,0,0,0,GAME.BIN
FUN_00019eac,106156,224,0,0,0,0,GAME.BIN
FUN_0001a064,106596,348,0,0,0,0,GAME.BIN
FUN_0001a1c0,106944,936,0,0,0,0,GAME.BIN
FUN_0001a568,107880,88,0,0,0,0,GAME.BIN
FUN_0001a5c0,107968,32,0,0,0,0,GAME.BIN
FUN_0001a5e0,108000,88,0,0,0,0,GAME.BIN
FUN_0001a638,108088,80,0,0,0,0,GAME.BIN
FUN_0001a688,108168,124,0,0,0,0,GAME.BIN
FUN_0001a704,108292,80,0,0,0,0,GAME.BIN
FUN_0001a754,108372,124,0,0,0,0,GAME.BIN
FUN_0001a7d0,108496,80,0,0,0,0,GAME.BIN
FUN_0001a834,108596,292,0,0,0,0,GAME.BIN
FUN_0001a958,108888,208,0,0,0,0,GAME.BIN
FUN_0001aa28,109096,80,0,0,0,0,GAME.BIN
FUN_0001aa78,109176,72,0,0,0,0,GAME.BIN
FUN_0001aac0,109248,80,0,0,0,0,GAME.BIN
FUN_0001ab10,109328,72,0,0,0,0,GAME.BIN
FUN_0001ab58,109400,80,0,0,0,0,GAME.BIN
FUN_0001aba8,109480,72,0,0,0,0,GAME.BIN
FUN_0001abf0,109552,80,0,0,0,0,GAME.BIN
FUN_0001ac40,109632,72,0,0,0,0,GAME.BIN
FUN_0001ac88,109704,80,0,0,0,0,GAME.BIN
FUN_0001acd8,109784,72,0,0,0,0,GAME.BIN
FUN_0001ad20,109856,80,0,0,0,0,GAME.BIN
FUN_0001ad70,109936,72,0,0,0,0,GAME.BIN
FUN_0001adb8,110008,236,0,0,0,0,GAME.BIN
FUN_0001aea4,110244,224,0,0,0,0,GAME.BIN
FUN_0001af84,110468,452,0,0,0,0,GAME.BIN
FUN_0001b148,110920,80,0,0,0,0,GAME.BIN
FUN_0001b198,111000,700,0,0,0,0,GAME.BIN
FUN_0001b454,111700,160,0,0,0,0,GAME.BIN
FUN_0001b4f4,111860,80,0,0,0,0,GAME.BIN
FUN_0001b544,111940,1008,0,0,0,0,GAME.BIN
FUN_0001b934,112948,176,0,0,0,0,GAME.BIN
FUN_0001b9e4,113124,80,0,0,0,0,GAME.BIN
FUN_0001ba34,113204,372,0,0,0,0,GAME.BIN
FUN_0001bba8,113576,372,0,0,0,0,GAME.BIN
FUN_0001bd1c,113948,80,0,0,0,0,GAME.BIN
FUN_0001bd6c,114028,124,0,0,0,0,GAME.BIN
FUN_0001bde8,114152,428,0,0,0,0,GAME.BIN
FUN_0001bf94,114580,988,0,0,0,0,GAME.BIN
FUN_0001c370,115568,80,0,0,0,0,GAME.BIN
FUN_0001c3ec,115692,116,0,0,0,0,GAME.BIN
FUN_0001c460,115808,80,0,0,0,0,GAME.BIN
FUN_0001c4b0,115888,276,0,0,0,0,GAME.BIN
FUN_0001c5c4,116164,432,0,0,0,0,GAME.BIN
FUN_0001c774,116596,80,0,0,0,0,GAME.BIN
FUN_0001c7c4,116676,80,0,0,0,0,GAME.BIN
FUN_0001c814,116756,116,0,0,0,0,GAME.BIN
FUN_0001c888,116872,80,0,0,0,0,GAME.BIN
FUN_0001c8d8,116952,80,0,0,0,0,GAME.BIN
FUN_0001c928,117032,84,0,0,0,0,GAME.BIN
FUN_0001c97c,117116,80,0,0,0,0,GAME.BIN
FUN_0001c9cc,117196,80,0,0,0,0,GAME.BIN
FUN_0001ca1c,117276,84,0,0,0,0,GAME.BIN
FUN_0001ca70,117360,80,0,0,0,0,GAME.BIN
FUN_0001cac0,117440,80,0,0,0,0,GAME.BIN
FUN_0001cb10,117520,84,0,0,0,0,GAME.BIN
FUN_0001cb64,117604,80,0,0,0,0,GAME.BIN
FUN_0001cbb4,117684,388,0,0,0,0,GAME.BIN
FUN_0001cd38,118072,80,0,0,0,0,GAME.BIN
FUN_0001cd88,118152,120,0,0,0,0,GAME.BIN
FUN_0001ce00,118272,372,0,0,0,0,GAME.BIN
FUN_0001cf74,118644,80,0,0,0,0,GAME.BIN
FUN_0001cfc4,118724,44,0,0,0,0,GAME.BIN
FUN_0001cff0,118768,228,0,0,0,0,GAME.BIN
FUN_0001d0d4,118996,44,0,0,0,0,GAME.BIN
FUN_0001d100,119040,176,0,0,0,0,GAME.BIN
FUN_0001d1b0,119216,80,0,0,0,0,GAME.BIN
FUN_0001d200,119296,84,0,0,0,0,GAME.BIN
FUN_0001d254,119380,336,0,0,0,0,GAME.BIN
FUN_0001d3a4,119716,336,0,0,0,0,GAME.BIN
FUN_0001d4f4,120052,272,0,0,0,0,GAME.BIN
FUN_0001d604,120324,132,0,0,0,0,GAME.BIN
FUN_0001d688,120456,164,0,0,0,0,GAME.BIN
FUN_0001d9b8,121272,288,0,0,0,0,GAME.BIN
FUN_0001dad8,121560,332,0,0,0,0,GAME.BIN
FUN_0001dc38,121912,616,0,0,0,1,GAME.BIN
FUN_0001dfdc,122844,1208,0,0,0,0,GAME.BIN
FUN_0001e560,124256,604,0,0,0,0,GAME.BIN
FUN_0001e7bc,124860,80,0,0,0,0,GAME.BIN
FUN_0001e80c,124940,108,0,0,0,0,GAME.BIN
FUN_0001e88c,125068,80,0,0,0,0,GAME.BIN
FUN_0001e8dc,125148,156,0,0,0,0,GAME.BIN
FUN_0001e978,125304,772,0,0,0,0,GAME.BIN
FUN_0001ec7c,126076,728,0,0,0,1,GAME.BIN
FUN_0001efbc,126908,220,0,0,0,0,GAME.BIN
FUN_0001f098,127128,236,0,0,0,0,GAME.BIN
FUN_0001f1c0,127424,88,0,0,0,0,GAME.BIN
FUN_0001f218,127512,504,0,0,0,0,GAME.BIN
FUN_0001f410,128016,84,0,0,0,0,GAME.BIN
FUN_0001f464,128100,68,0,0,0,0,GAME.BIN
FUN_0001f4a8,128168,76,0,0,0,0,GAME.BIN
FUN_0001f4f4,128244,60,0,0,0,0,GAME.BIN
FUN_0001f530,128304,40,0,0,0,0,GAME.BIN
FUN_0001f558,128344,148,0,0,0,0,GAME.BIN
FUN_0001f5ec,128492,148,0,0,0,0,GAME.BIN
FUN_0001f680,128640,40,0,0,0,0,GAME.BIN
FUN_0001f75c,128860,992,0,0,0,0,GAME.BIN
FUN_0001fb3c,129852,116,0,0,0,0,GAME.BIN
FUN_0001fbb0,129968,100,0,0,0,0,GAME.BIN
FUN_0001fc14,130068,108,0,0,0,0,GAME.BIN
FUN_0001fca4,130212,380,0,0,0,0,GAME.BIN
FUN_0001fe20,130592,464,0,0,0,0,GAME.BIN
FUN_0001fff0,131056,548,0,0,0,0,GAME.BIN
FUN_00020214,131604,36,0,0,0,0,GAME.BIN
FUN_00020238,131640,36,0,0,0,0,GAME.BIN
FUN_0002025c,131676,40,0,0,0,0,GAME.BIN
FUN_00020284,131716,640,0,0,0,0,GAME.BIN
FUN_00020504,132356,108,0,0,0,0,GAME.BIN
FUN_00020570,132464,40,0,0,0,0,GAME.BIN
FUN_00020598,132504,308,0,0,0,0,GAME.BIN
FUN_000206cc,132812,220,0,0,0,0,GAME.BIN
FUN_000207a8,133032,448,0,0,0,0,GAME.BIN
FUN_00020968,133480,52,0,0,0,0,GAME.BIN
FUN_0002099c,133532,8,1,0,0,0,GAME.BIN
FUN_000209dc,133596,108,25,0,0,0,GAME.BIN
FUN_00020a68,133736,288,0,0,0,0,GAME.BIN
FUN_00020b88,134024,332,0,0,0,0,GAME.BIN
FUN_00020dcc,134604,732,0,0,0,0,GAME.BIN
FUN_000210a8,135336,192,0,0,0,0,GAME.BIN
FUN_00021168,135528,36,0,0,0,0,GAME.BIN
FUN_0002118c,135564,36,0,0,0,0,GAME.BIN
FUN_000211b0,135600,1764,0,0,0,0,GAME.BIN
FUN_00021894,137364,652,0,0,0,0,GAME.BIN
FUN_00021b20,138016,116,0,0,0,0,GAME.BIN
FUN_00021c74,138356,1088,0,0,0,0,GAME.BIN
FUN_000220b4,139444,448,0,0,0,1,GAME.BIN
FUN_00022398,140184,160,0,0,0,0,GAME.BIN
FUN_00022438,140344,36,0,0,0,0,GAME.BIN
FUN_0002245c,140380,36,0,0,0,0,GAME.BIN
FUN_00022480,140416,72,0,0,0,0,GAME.BIN
FUN_000224c8,140488,152,0,0,0,0,GAME.BIN
FUN_00022560,140640,152,0,0,0,0,GAME.BIN
FUN_000225f8,140792,104,0,0,0,0,GAME.BIN
FUN_00022660,140896,84,0,0,0,0,GAME.BIN
FUN_000226c4,140996,204,0,0,0,0,GAME.BIN
FUN_00022790,141200,404,0,0,0,0,GAME.BIN
