binary,address,oldname,name,distance,in_degree,out_degree,score,strong:CdControl,strong:CdControlB,strong:CdControlF,strong:CdReady,strong:CdSync,strong:CdlLOC,strong:CdLOC,strong:btoi,strong:itob,weak:loc.minute,weak:loc.second,weak:loc.sector,weak:CdlSetloc,weak:CdlRead,weak:CdlReadS,weak:CdlPlay,weak:CdlSetfilter,weak:memcpy,weak:memmove,weak:memset,num:0x800,num:2048,num:0x930,num:2352,num:0x924,num:2340,num:2328
MAIN.EXE,0x15e80,FUN_00015e80,FUN_00015e80,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x3738,FUN_00003738,FUN_00003738,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x19040,FUN_00019040,FUN_00019040,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa174,FUN_0000a174,FUN_0000a174,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAIN.EXE,0x1b90,FUN_00001b90,FUN_00001b90,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x80e8,FUN_000080e8,FUN_000080e8,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x17d48,FUN_00017d48,FUN_00017d48,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x18424,FUN_00018424,FUN_00018424,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x9dec,FUN_00009dec,FUN_00009dec,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x180bc,FUN_000180bc,FUN_000180bc,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa7d4,FUN_0000a7d4,FUN_0000a7d4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x230a8,FUN_000230a8,FUN_000230a8,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x292c,FUN_0000292c,FUN_0000292c,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa6f4,FUN_0000a6f4,FUN_0000a6f4,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x8ebc,FUN_00008ebc,FUN_00008ebc,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x17b68,FUN_00017b68,FUN_00017b68,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa34c,FUN_0000a34c,FUN_0000a34c,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x174c4,FUN_000174c4,FUN_000174c4,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x16f7c,FUN_00016f7c,FUN_00016f7c,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x171fc,FUN_000171fc,FUN_000171fc,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xc490,FUN_0000c490,FUN_0000c490,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x83ac,FUN_000083ac,FUN_000083ac,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xd208,FUN_0000d208,FUN_0000d208,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x9708,FUN_00009708,suspect_action_move_04_lvl0,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x8ce4,FUN_00008ce4,FUN_00008ce4,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1a804,FUN_0001a804,suspect_input_mode_handler,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x18a0c,FUN_00018a0c,FUN_00018a0c,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x8528,FUN_00008528,FUN_00008528,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x90e0,FUN_000090e0,main_update,2,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x317d0,FUN_000317d0,FUN_000317d0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x30a98,FUN_00030a98,FUN_00030a98,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x34f08,FUN_00034f08,suspect_action_handler_01_lvl1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x34f40,FUN_00034f40,suspect_action_handler_02_lvl1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x18338,FUN_00018338,FUN_00018338,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1dad0,FUN_0001dad0,FUN_0001dad0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x189d0,FUN_000189d0,FUN_000189d0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x187c4,FUN_000187c4,FUN_000187c4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2252c,FUN_0002252c,FUN_0002252c,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x18fbc,FUN_00018fbc,FUN_00018fbc,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2273c,FUN_0002273c,FUN_0002273c,2,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x3186c,FUN_0003186c,FUN_0003186c,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x30de8,FUN_00030de8,FUN_00030de8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x30e14,thunk_FUN_00040020,thunk_FUN_00040020,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x18dac,FUN_00018dac,FUN_00018dac,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x182d4,FUN_000182d4,FUN_000182d4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x239b0,FUN_000239b0,FUN_000239b0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1a440,FUN_0001a440,FUN_0001a440,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x188b4,FUN_000188b4,FUN_000188b4,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1f5c0,thunk_FUN_0001f5d4,thunk_FUN_0001f5d4,2,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1a1c4,FUN_0001a1c4,FUN_0001a1c4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x22438,FUN_00022438,FUN_00022438,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xbbdc,FUN_0000bbdc,FUN_0000bbdc,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x231ec,FUN_000231ec,FUN_000231ec,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xace0,FUN_0000ace0,FUN_0000ace0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xbba0,FUN_0000bba0,FUN_0000bba0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x7dc0,FUN_00007dc0,FUN_00007dc0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2ca0,FUN_00002ca0,FUN_00002ca0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2c40,FUN_00002c40,FUN_00002c40,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2bb0,FUN_00002bb0,FUN_00002bb0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xc144,FUN_0000c144,FUN_0000c144,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1abfc,FUN_0001abfc,FUN_0001abfc,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa070,FUN_0000a070,FUN_0000a070,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2e74,FUN_00002e74,FUN_00002e74,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xedc,FUN_00000edc,FUN_00000edc,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x6220,FUN_00006220,FUN_00006220,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xc750,FUN_0000c750,FUN_0000c750,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xc8a0,FUN_0000c8a0,FUN_0000c8a0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x22234,FUN_00022234,FUN_00022234,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1724,FUN_00001724,FUN_00001724,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x3454,FUN_00003454,FUN_00003454,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x11d0,FUN_000011d0,FUN_000011d0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa4f0,FUN_0000a4f0,FUN_0000a4f0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1fdb4,FUN_0001fdb4,FUN_0001fdb4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1deb4,FUN_0001deb4,FUN_0001deb4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x8ff0,FUN_00008ff0,FUN_00008ff0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x99ac,FUN_000099ac,suspect_input_init_or_poll,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0xa944,FUN_0000a944,FUN_0000a944,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x19c34,FUN_00019c34,FUN_00019c34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1c94c,FUN_0001c94c,FUN_0001c94c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1942c,FUN_0001942c,FUN_0001942c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x195f0,FUN_000195f0,FUN_000195f0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x21168,FUN_00021168,FUN_00021168,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x207f0,FUN_000207f0,FUN_000207f0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2eb34,FUN_0002eb34,FUN_0002eb34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2ec94,FUN_0002ec94,FUN_0002ec94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x2eb64,FUN_0002eb64,FUN_0002eb64,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x36da8,FUN_00036da8,FUN_00036da8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1e674,FUN_0001e674,FUN_0001e674,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x1e514,FUN_0001e514,FUN_0001e514,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x36ea0,FUN_00036ea0,FUN_00036ea0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIN.EXE,0x23c70,FUN_00023c70,FUN_00023c70,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
