symbol,canonical_address_hex,observations,distinct_addresses,map_files,address_histogram
G_obj,0x801A5A90,4,3,4,0x801A5A90(4);0x801A5B98(2);0x801B3E48(2)
GetClut,0x8001365C,4,15,17,0x8001365C(4);0x80103D50(4);0x80012988(2);0x80012D5C(2);0x800139F0(2);0x80013B04(2);0x80013BDC(2);0x80013CD0(2);0x80013E04(2);0x800157D8(2);0x8001B254(2);0x80031FA8(2);0x800334F4(2);0x80103C4C(2);0x801043A8(2)
GetDispEnv,0x80014F3C,4,15,17,0x80014F3C(4);0x801053D4(4);0x8001382C(2);0x80014354(2);0x80014648(2);0x80015188(2);0x800153BC(2);0x80015488(2);0x800154C8(2);0x8001569C(2);0x8001CC20(2);0x80033974(2);0x80034DE0(2);0x801052D0(2);0x80105A2C(2)
GetDrawEnv,0x80014A54,4,15,17,0x80014A54(4);0x80104F6C(4);0x80013300(2);0x80013E6C(2);0x80014168(2);0x80014D20(2);0x80014ED4(2);0x80014FE8(2);0x80015020(2);0x800151B4(2);0x8001C738(2);0x8003348C(2);0x80034900(2);0x80104E68(2);0x801055C4(2)
GetGraphDebug,0x800141D4,4,15,17,0x800141D4(4);0x80104668(4);0x800129FC(2);0x80013550(2);0x800137CC(2);0x8001441C(2);0x800145B8(2);0x8001464C(2);0x8001471C(2);0x80014898(2);0x8001BE1C(2);0x80032B70(2);0x80033F64(2);0x80104564(2);0x80104CC0(2)
GetGraphType,0x800141C4,4,11,12,0x800141C4(4);0x80011F9C(2);0x80012DA0(2);0x80013540(2);0x800137BC(2);0x800145A8(2);0x8001463C(2);0x80014888(2);0x8001BE0C(2);0x80032B60(2);0x80033F54(2)
GetIntrMask,0x80017494,4,18,20,0x80017494(4);0x80120988(4);0x80010A20(2);0x80010B78(2);0x800110E4(2);0x8001111C(2);0x800111B4(2);0x800116B0(2);0x800176D8(2);0x80017B6C(2);0x80019614(2);0x8001BA10(2);0x8001C07C(2);0x8001C9AC(2);0x8001DC54(2);0x8001ED90(2);0x80120A94(2);0x80120FE0(2)
GetODE,0x80014F74,4,15,17,0x80014F74(4);0x80105408(4);0x80013860(2);0x8001438C(2);0x80014680(2);0x800151BC(2);0x800153F4(2);0x800154BC(2);0x80015500(2);0x800156D4(2);0x8001CC58(2);0x800339AC(2);0x80034E18(2);0x80105304(2);0x80105A60(2)
GetRCnt,0x8001AC78,2,4,4,0x8001AC78(2);0x800265E0(2);0x800363B4(2);0x800379CC(2)
GetTPage,0x80013594,4,15,17,0x80013594(4);0x80103D14(4);0x800128C0(2);0x80012D20(2);0x80013928(2);0x80013AC8(2);0x80013BA0(2);0x80013C08(2);0x80013DC8(2);0x80015798(2);0x8001B18C(2);0x80031EE0(2);0x800334B8(2);0x80103C10(2);0x8010436C(2)
GetTmdVertex,0x80102C70,4,3,4,0x80102C70(4);0x80102B6C(2);0x801032C8(2)
GetVideoMode,0x80017E68,4,15,17,0x80017E68(4);0x80121388(4);0x80011CEC(2);0x80011E10(2);0x8001225C(2);0x8001814C(2);0x8001856C(2);0x80019FF8(2);0x8001C474(2);0x8001CA7C(2);0x8001D340(2);0x8001E5E8(2);0x8001F774(2);0x80121494(2);0x801219E0(2)
GlobalCallback,0x80064B88,2,2,2,0x80064B88(2);0x80099E08(2)
GoProg,0x800106AC,2,4,4,0x800106AC(2);0x800106BC(2);0x800109CC(2);0x80010AE0(2)
GpuPacketArea,0x80066B88,2,2,2,0x80066B88(2);0x80068EC8(2)
GraphCBSync,0x80014ED0,2,2,2,0x80014ED0(2);0x80015B58(2)
GraphDebug,0x80014EC4,2,2,2,0x80014EC4(2);0x80015B4C(2)
GraphRev,0x80014ECC,2,2,2,0x80014ECC(2);0x80015B54(2)
GraphType,0x80014EC8,2,2,2,0x80014EC8(2);0x80015B50(2)
GsADIVH,0x80122F96,4,5,6,0x80122F96(4);0x8004547E(2);0x80046F02(2);0x801230A2(2);0x8012351E(2)
GsADIVW,0x80122F94,4,5,6,0x80122F94(4);0x8004547C(2);0x80046F00(2);0x801230A0(2);0x8012351C(2)
GsADIVZ,0x80122F90,4,5,6,0x80122F90(4);0x80045478(2);0x80046EFC(2);0x8012309C(2);0x80123518(2)
GsBACKC,0x8012BB28,4,5,6,0x8012BB28(4);0x80061D58(2);0x800642B0(2);0x8012BC30(2);0x8012C0B0(2)
GsCLIP3far,0x801A40C0,4,5,6,0x801A40C0(4);0x800625AC(2);0x80064B18(2);0x801A41C8(2);0x801B2478(2)
GsCLIP3near,0x801A5A4C,4,5,6,0x801A5A4C(4);0x80064044(2);0x800665BC(2);0x801A5B54(2);0x801B3E04(2)
GsClearOt,0x80109194,4,5,6,0x80109194(4);0x800232D8(2);0x800248F8(2);0x80109090(2);0x801097EC(2)
GsDISPENV,0x801A3FF0,4,5,6,0x801A3FF0(4);0x800624E0(2);0x80064A68(2);0x801A40F8(2);0x801B23A8(2)
GsDISPON,0x801A3768,4,5,6,0x801A3768(4);0x800623B0(2);0x80064938(2);0x801A3870(2);0x801AE320(2)
GsDRAWENV,0x801A3F90,4,5,6,0x801A3F90(4);0x80062480(2);0x80064A08(2);0x801A4098(2);0x801B2348(2)
GsDefDispBuff,0x80108944,4,5,6,0x80108944(4);0x8002284C(2);0x80023E6C(2);0x80108840(2);0x80108F9C(2)
GsDrawOt,0x80109164,4,5,6,0x80109164(4);0x800232B4(2);0x800248D4(2);0x80109060(2);0x801097BC(2)
GsFCALL4,0x801A0F70,4,3,4,0x801A0F70(4);0x801A1078(2);0x801A14F8(2)
GsGetActiveBuff,0x80108334,4,5,6,0x80108334(4);0x80021B7C(2);0x800231AC(2);0x80108230(2);0x8010898C(2)
GsGetLs,0x80109D34,4,5,6,0x80109D34(4);0x80024144(2);0x80025754(2);0x80109C30(2);0x8010A38C(2)
GsGetLw,0x80109A74,4,5,6,0x80109A74(4);0x80023E80(2);0x80025490(2);0x80109970(2);0x8010A0CC(2)
GsGetTimInfo,0x80109244,4,5,6,0x80109244(4);0x800234AC(2);0x80024ACC(2);0x80109140(2);0x8010989C(2)
GsIDMATRIX,0x801A4068,4,5,6,0x801A4068(4);0x80062540(2);0x80064AD0(2);0x801A4170(2);0x801B2420(2)
GsIDMATRIX2,0x801A40C8,4,5,6,0x801A40C8(4);0x800625B0(2);0x80064B20(2);0x801A41D0(2);0x801B2480(2)
GsInit3D,0x801089E4,4,5,6,0x801089E4(4);0x800228EC(2);0x80023F0C(2);0x801088E0(2);0x8010903C(2)
GsInitCoord2param,0x801085F4,4,5,6,0x801085F4(4);0x80021E80(2);0x800234B0(2);0x801084F0(2);0x80108C4C(2)
GsInitCoordinate2,0x80108584,4,5,6,0x80108584(4);0x80021E04(2);0x80023434(2);0x80108480(2);0x80108BDC(2)
GsInitGraph,0x80107DE4,4,5,6,0x80107DE4(4);0x80021564(2);0x80022BAC(2);0x80107CE0(2);0x8010843C(2)
GsInitGraph2,0x80107F74,4,5,6,0x80107F74(4);0x8002174C(2);0x80022D94(2);0x80107E70(2);0x801085CC(2)
GsLIGHTWSMATRIX,0x801A3F70,4,5,6,0x801A3F70(4);0x80062440(2);0x800649C8(2);0x801A4078(2);0x801B2328(2)
GsLIGHT_MODE,0x801A5A48,4,5,6,0x801A5A48(4);0x80064040(2);0x800665B8(2);0x801A5B50(2);0x801B3E00(2)
GsLIGNR,0x801A0E50,4,5,6,0x801A0E50(4);0x800622E8(2);0x80064870(2);0x801A0F58(2);0x801A13D8(2)
GsLIOFF,0x8012BB48,4,5,6,0x8012BB48(4);0x80061DFC(2);0x80064354(2);0x8012BC50(2);0x8012C0D0(2)
GsLMODE,0x8012BB4C,4,5,6,0x8012BB4C(4);0x80061E00(2);0x80064358(2);0x8012BC54(2);0x8012C0D4(2)
GsLSMATRIX,0x80062568,2,1,1,0x80062568(2)
GsLinkObject4,0x8010A004,4,5,6,0x8010A004(4);0x80024418(2);0x80025A28(2);0x80109F00(2);0x8010A65C(2)
GsMATE_C,0x801A3740,4,5,6,0x801A3740(4);0x80062340(2);0x800648C8(2);0x801A3848(2);0x801AE2F8(2)
GsMapModelingData,0x80108A64,4,5,6,0x80108A64(4);0x80022964(2);0x80023F84(2);0x80108960(2);0x801090BC(2)
GsMulCoord0,0x80108710,4,5,6,0x80108710(4);0x80021FAC(2);0x800235DC(2);0x8010860C(2);0x80108D68(2)
GsMulCoord2,0x801087A0,4,5,6,0x801087A0(4);0x80022040(2);0x80023670(2);0x8010869C(2);0x80108DF8(2)
GsMulCoord3,0x80108820,4,5,6,0x80108820(4);0x800220C4(2);0x800236F4(2);0x8010871C(2);0x80108E78(2)
GsNDIV,0x801A5AC0,4,5,6,0x801A5AC0(4);0x80064978(2);0x80066EF0(2);0x801A5BC8(2);0x801B3E78(2)
GsORGOFSX,0x801A4004,4,5,6,0x801A4004(4);0x800624FA(2);0x80064A82(2);0x801A410C(2);0x801B23BC(2)
GsORGOFSY,0x801A400C,4,5,6,0x801A400C(4);0x800624FC(2);0x80064A84(2);0x801A4114(2);0x801B23C4(2)
GsOUT_PACKET_P,0x801A2F38,4,5,6,0x801A2F38(4);0x8006233C(2);0x800648C4(2);0x801A3040(2);0x801AA2F0(2)
GsSetAmbient,0x80109134,4,5,6,0x80109134(4);0x8002326C(2);0x8002488C(2);0x80109030(2);0x8010978C(2)
GsSetDrawBuffClip,0x80108454,4,5,6,0x80108454(4);0x80021CC0(2);0x800232F0(2);0x80108350(2);0x80108AAC(2)
GsSetDrawBuffOffset,0x80108344,4,5,6,0x80108344(4);0x80021B8C(2);0x800231BC(2);0x80108240(2);0x8010899C(2)
GsSetFlatLight,0x80108AF4,4,5,6,0x80108AF4(4);0x80022A0C(2);0x8002402C(2);0x801089F0(2);0x8010914C(2)
GsSetFogParam,0x801090E4,4,5,6,0x801090E4(4);0x800230EC(2);0x8002470C(2);0x80108FE0(2);0x8010973C(2)
GsSetLightMatrix,0x8010864C,4,5,6,0x8010864C(4);0x80021EDC(2);0x8002350C(2);0x80108548(2);0x80108CA4(2)
GsSetLightMatrix2,0x801086E0,4,5,6,0x801086E0(4);0x80021F78(2);0x800235A8(2);0x801085DC(2);0x80108D38(2)
GsSetLightMode,0x80109064,4,5,6,0x80109064(4);0x80023060(2);0x80024680(2);0x80108F60(2);0x801096BC(2)
GsSetLsMatrix,0x80108620,4,5,6,0x80108620(4);0x80021EAC(2);0x800234DC(2);0x8010851C(2);0x80108C78(2)
GsSetNearClip,0x8002283C,2,1,1,0x8002283C(2)
GsSetProjection,0x80108AD4,4,5,6,0x80108AD4(4);0x800229DC(2);0x80023FFC(2);0x801089D0(2);0x8010912C(2)
GsSetRefView2,0x80109414,4,5,6,0x80109414(4);0x800235A0(2);0x80024C84(2);0x80109310(2);0x80109A6C(2)
GsSetWorkBase,0x80109404,4,5,6,0x80109404(4);0x80023590(2);0x80024C74(2);0x80109300(2);0x80109A5C(2)
GsSortClear,0x801081FC,4,5,6,0x801081FC(4);0x80021A40(2);0x80023070(2);0x801080F8(2);0x80108854(2)
GsSortObject4,0x8010A194,4,5,6,0x8010A194(4);0x80024594(2);0x80025BA4(2);0x8010A090(2);0x8010A7EC(2)
GsSortObject4J,0x8010AA24,4,3,4,0x8010AA24(4);0x8010A920(2);0x8010B07C(2)
GsSwapDispBuff,0x801084D4,4,5,6,0x801084D4(4);0x80021D50(2);0x80023380(2);0x801083D0(2);0x80108B2C(2)
GsTMDdivF3L,0x801152B4,4,5,6,0x801152B4(4);0x80024E1C(2);0x80026438(2);0x801153C0(2);0x8011590C(2)
GsTMDdivF3LFG,0x801155E4,4,5,6,0x801155E4(4);0x80025144(2);0x80026760(2);0x801156F0(2);0x80115C3C(2)
GsTMDdivF3NL,0x801158F4,4,5,6,0x801158F4(4);0x8002544C(2);0x80026A68(2);0x80115A00(2);0x80115F4C(2)
GsTMDdivF4L,0x80117E54,4,5,6,0x80117E54(4);0x800278DC(2);0x80028EE8(2);0x80117F60(2);0x801184AC(2)
GsTMDdivF4LFG,0x80118194,4,5,6,0x80118194(4);0x80027C18(2);0x80029220(2);0x801182A0(2);0x801187EC(2)
GsTMDdivF4NL,0x80118404,4,5,6,0x80118404(4);0x80027E88(2);0x8002948C(2);0x80118510(2);0x80118A5C(2)
GsTMDdivG3L,0x80116B64,4,5,6,0x80116B64(4);0x800265F4(2);0x80027C10(2);0x80116C70(2);0x801171BC(2)
